playlist_id,playlist_name,playlist_total_tracks,owner_id,owner_name,total_followers
37i9dQZF1DWXmlLSKkfdAk,Acoustic Covers,169,spotify,Spotify,3688433
37i9dQZF1DWUH2AzNQzWua,Acoustic Hits: Oldies but Goodies,50,spotify,Spotify,3467209
37i9dQZF1DX4E3UdUs7fUx,Afternoon Acoustic,111,spotify,Spotify,2372739
37i9dQZF1DX504r1DvyvxG,Classic Acoustic,80,spotify,Spotify,2164505
37i9dQZF1DX6z20IXmBjWI,Infinite Acoustic,198,spotify,Spotify,2116125
37i9dQZF1DXb9LIXaj5WhL,90s Acoustic,75,spotify,Spotify,2104421
37i9dQZF1DWX9VXBLRgDqu,Acoustic Favorites,90,spotify,Spotify,2096292
37i9dQZF1DWUNIrSzKgQbP,Winter Acoustic,91,spotify,Spotify,1662492
37i9dQZF1DWSlwBojgQEcN,Acoustic Love,100,spotify,Spotify,1606944
37i9dQZF1DX8TvdyVZSYFY,Acoustic Throwbacks,110,spotify,Spotify,1398399
37i9dQZF1DX4VvfRBFClxm,Acoustic Hits,100,spotify,Spotify,1356042
37i9dQZF1DXcWBRiUaG3o5,Evening Acoustic,115,spotify,Spotify,1334037
37i9dQZF1DXdd3gw5QVjt9,Morning Acoustic,84,spotify,Spotify,1211047
37i9dQZF1DWY8U6Zq7nvbE,Hot Acoustics,100,spotify,Spotify,1075035
37i9dQZF1DX0JKUIfwQSJh,70s & 80s Acoustic,60,spotify,Spotify,693011
37i9dQZF1DX0rCrO4CFRfM,Acoustic Rock,50,spotify,Spotify,676095
37i9dQZF1DX2iUghHXGIjj,Acoustic Blues,84,spotify,Spotify,632338
37i9dQZF1DXaImRpG7HXqp,Calming Acoustic,231,spotify,Spotify,617724
37i9dQZF1DWXwcRDYKpcpF,Acoustically OPM,40,spotify,Spotify,580529
37i9dQZF1DXcLDm348RRYK,Acoustic Concentration,61,spotify,Spotify,554369
37i9dQZF1DXc3FQfFV3K6V,Laidback Acoustic,98,spotify,Spotify,549327
37i9dQZF1DX5lDysu4GbKR,Acoustic Soul,98,spotify,Spotify,475363
2JtkUgJumiz7K4AblbFlgK,Acoustic Room,106,digster.co.uk,HITS,393446
0DXoY83tBvgWkd8QH49yAI,Acoustic Lounge - Chillout & Easy Listening Acoustic Playlist,58,lmljoe,Joe,350891
37i9dQZF1DWXRvPx3nttRN,Feeling Acoustically Good,110,spotify,Spotify,331266
4XkMSl1R3f7WsNeTZgrxv5,Boyce Avenue Acoustic Covers,289,boyceavenue,Boyce Avenue,316781
37i9dQZF1DX571ttkrxAeN,Acoustic Cafe International,78,spotify,Spotify,310727
37i9dQZF1DX5GiUwx1edLZ,mint Acoustic,100,spotify,Spotify,268716
09a4ki7f0XxNzyTPwusWkJ,Calming Acoustic,119,er32ebvzz277tfmxmh4hlwf0k,frtyfve,257641
37i9dQZF1DXaByxqE5mcbB,Acoustic sa Umaga,60,spotify,Spotify,248084
37i9dQZF1DWX3xqQKu0Sgn,Pop Acoustic,75,spotify,Spotify,222346
37i9dQZF1DX4CgJVlGEIo5,Easy Acoustic,82,spotify,Spotify,217867
37i9dQZF1DX1wdZM1FEz79,K-Pop Acoustics,52,spotify,Spotify,196593
37i9dQZF1DXaiAJKcabR16,Acoustic Grit,60,spotify,Spotify,196072
37i9dQZF1DXdxjdZwLamNx,Gentle Acoustic,55,spotify,Spotify,179724
37i9dQZF1DX4je779Ww5L2,Acoustic Winter,100,spotify,Spotify,176051
37i9dQZF1DWUPAFOWtSz6P,Yoga Acoustics,50,spotify,Spotify,157909
