track_id,name,duration_ms,artist_id,artist_name,num_artists,album_id,album_name
3EfMRAcNXVV3Vtyl4p89Wy,The Plot Thickens - The Prophet's Rap,167872,"['1vg8YXdgvLLPPeXZkM7g5W', '73dgrlUNeTLiZFL1BpNVlw']","['Daryl Ong', 'Sam Mangubat']",2,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
6k0bf8HfteDmUgChul1n3c,Stealing Fire - David's Theme,289507,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,1,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
61Y59g8ixSfc2ut7WwB6XC,Hard to Get,247310,"['4LTJwj8UNLy3ApvH7XUiiq', '1UBtquuUSFe0uhz662TicE']","['Martin Nievera', 'ABS-CBN Philharmonic Orchestra']",2,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
7IGRA2UP5yDToZN7g298lO,Theory of Everything,184000,6IMoRSrb0gbPbrjQ4m8cy0,Boyband.Ph,1,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
5VPOtPmvUCtbLAIUk1H5Mc,The Better of Me,333916,"['2GqX0GnrKdi6Z2X2OReYOK', '1UBtquuUSFe0uhz662TicE', '2gSYLA4DhVmc9XBqtw8CyB']","['Piolo Pascual', 'ABS-CBN Philharmonic Orchestra', 'Sachi Ingles (Spoken Words)']",3,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
6ShBrKFlQpkB2LhxRVKSXZ,Must All the Nice Guys?,289116,2DVjB2nSojLRYRbUT74c8H,Brenan Espartinez,1,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
4zzbS6FadMZNyu6VoE1TIq,Just a Little Soul,269798,"['0XOSmu9Qn1agQULUVe0dAK', '1mcqfNCReSFxun2vIWvC28']","['Inigo Pascual', 'KZ Tandingan']",2,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
5GYTG1LRqUiWHBxpZ1NA1J,Dark Side of Your Moon,290478,7LVPSD4kabI5LiXIVPI8tn,Jona,1,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
5YBqQ6b6TEC5hh9F2xAgGB,No More Music,288231,7DRgc0ko15aNa7DMeZ3J8G,Jed Madela,1,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
0QEonwZRTgpVvzJQhxip1q,Better Angels,205113,"['2fonBGBLc7lUoikMqms5Zl', '3m6LsCP4SaZGScWSqwADvI']","['Noel Cabangon', 'Bukas Palad Music Ministry']",2,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
