track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album_id,album_name
6hrg5S0P5pZbLdo4TLn2uN,Sintunado,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,1eu0hC9FbOG6Frp1siFDIA,235440,2016-06-10,11,0.55,0.648,11,-8.422,1,0.0372,0.369,0.0,0.419,0.802,169.926,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
6AxGB7FUDyJxRxAnA0tb84,Stars Are Aligned,0SG7a26LiFGt8E0olaIOpx,Acapellago,1eu0hC9FbOG6Frp1siFDIA,242746,2016-06-10,4,0.557,0.514,6,-5.658,1,0.05,0.299,0.0,0.149,0.633,107.467,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
669byYpbpSgEnFf9nvc493,Ambon,6XMiJRtSvw0PYHOBSBEsMg,Barbie Almalbis,0RY4tAeB03K1MfSwe8R4D6,282306,2016-03-10,38,0.553,0.679,0,-6.597,1,0.042,0.474,1.8e-05,0.105,0.342,159.861,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
1rcbCAz5H6jItadS1EukrY,Bibitawan Ka,4BNWanhw4AjSXjBm9L1Jzy,Juris,0RY4tAeB03K1MfSwe8R4D6,252320,2016-03-10,32,0.585,0.479,4,-7.579,1,0.0306,0.344,0.0,0.0957,0.146,87.996,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
7DuHkZUvKgLzO32ZRARiBD,Dalawang Letra,5cYJYBMg1n71v7cvthr1SO,The Itchyworms,0RY4tAeB03K1MfSwe8R4D6,218013,2016-03-10,33,0.819,0.492,0,-7.525,1,0.0413,0.524,5.47e-06,0.173,0.725,119.915,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
0Z33DQyY4CSqlOPidaQlYr,Diamante,62WbvkXqQGvXQvw74GU3kQ,Morissette,0RY4tAeB03K1MfSwe8R4D6,236626,2016-03-10,34,0.496,0.357,5,-7.612,1,0.0294,0.243,1.61e-05,0.0665,0.148,74.946,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
66fwCEKo4vpLho0GiL2FsB,Laban Pa,2RrqmDqgE5KxwunNfJQcJU,KZ,0RY4tAeB03K1MfSwe8R4D6,271106,2016-03-10,19,0.565,0.804,3,-5.54,0,0.19,0.658,0.0,0.14,0.692,162.01,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
76Tv1xrJdj6UQSkDbHoJJI,Maghihintay Ako,7LVPSD4kabI5LiXIVPI8tn,Jona,0RY4tAeB03K1MfSwe8R4D6,227893,2016-03-10,23,0.46,0.62,9,-5.545,1,0.0333,0.591,0.0,0.11,0.273,170.067,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
6HWlRQepPu2rwNOmryAUOe,Mananatili,1tAy6yNerMoGLpEz5kIQIP,Marlo Mortel,0RY4tAeB03K1MfSwe8R4D6,188160,2016-03-10,32,0.586,0.65,0,-5.566,1,0.0287,0.0511,0.0,0.106,0.272,143.994,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
5xsEYFPJG3wVjP83RFKVwz,Minamahal Pa Rin Ako,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,0RY4tAeB03K1MfSwe8R4D6,251333,2016-03-10,31,0.536,0.438,5,-8.769,1,0.0276,0.578,0.0,0.1,0.193,76.993,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
4I4oGKMyUHZwwnGB5HwltA,Monumento,2vTbuBRo7ACOZ3JsCnaL7S,Kyla,0RY4tAeB03K1MfSwe8R4D6,239933,2016-03-10,22,0.623,0.657,4,-5.391,1,0.174,0.656,0.0,0.0941,0.691,94.834,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
18FfSlqAmCuSVswQDj8TdK,Nyebe,0xNog7ZdcTq9sJFiIXJJTH,Kaye Cal,0RY4tAeB03K1MfSwe8R4D6,237946,2016-03-10,20,0.499,0.734,6,-6.053,1,0.0638,0.391,0.0,0.242,0.463,164.095,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
0tFf7zT24Qf0fPPv1kSzqJ,O Pag-ibig,69ug07KFFRhcCZ7iZ1Mn1i,Bailey May,0RY4tAeB03K1MfSwe8R4D6,217453,2016-03-10,30,0.609,0.516,0,-6.94,1,0.0277,0.0386,0.0,0.234,0.61,170.017,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
1h1o0EluX21m4c1eXqGgUf,Parang Tayo Pero Hindi,7DW4ijH3n36QN0RlC0n649,Angeline Quinto,0RY4tAeB03K1MfSwe8R4D6,224693,2016-03-10,19,0.535,0.409,0,-7.441,1,0.0305,0.704,0.0,0.231,0.215,127.854,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
4SBgYkam2ehlZaJX5EMB5P,Patay Na Si Uto,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,0RY4tAeB03K1MfSwe8R4D6,186600,2016-03-10,18,0.493,0.705,1,-5.657,1,0.114,0.154,9.14e-06,0.102,0.287,79.649,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
6RmSwHuUaWwptbMrPHOzYN,Sana'y Tumibok Muli,7r59WFPJdYBQmnIQB4DX7K,Klarisse De Guzman,0RY4tAeB03K1MfSwe8R4D6,250746,2016-03-10,15,0.512,0.447,4,-5.889,1,0.0323,0.82,2.46e-05,0.27,0.432,132.325,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
5qw9Kk15BMIvl933JQWHOv,Tama Lang,19jotRfFullBKocQAhkvjs,Jolina Magdangal,0RY4tAeB03K1MfSwe8R4D6,203533,2016-03-10,21,0.559,0.279,6,-9.979,1,0.0375,0.964,3.66e-05,0.088,0.246,120.066,0RY4tAeB03K1MfSwe8R4D6,Himig Handog P-Pop Love Songs (2016)
0SVLGdRU9x8LVK4daRHIul,Lord Merry Christmas,24GNt8qmlsj3hwYgRgiTQ9,Bassilyo,4C4T82rf97bWUn9lYjW2Vh,225773,2015-11-13,5,0.725,0.823,0,-5.521,0,0.0543,0.11,0.0,0.0805,0.911,151.375,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
1FkkLiLUkzzSE0ClbfLgyO,"Merry Christmas, Darling",0t7vWPRBcVv4xBEHPZHSWA,Sitti,4C4T82rf97bWUn9lYjW2Vh,210226,2015-11-13,0,0.352,0.444,10,-8.661,0,0.0262,0.788,0.0,0.274,0.294,151.739,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
0YP0qvxKro01kZSKTffNKE,O Little Town Of Bethlehem,0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,4C4T82rf97bWUn9lYjW2Vh,224133,2015-11-13,0,0.518,0.406,4,-9.649,0,0.0285,0.475,0.0,0.102,0.219,104.124,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
4GYFZHb703R9YRbOUtdcBK,Miss Kita Kung Christmas,11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,4C4T82rf97bWUn9lYjW2Vh,239080,2015-11-13,0,0.568,0.603,7,-5.235,1,0.023,0.431,8.9e-05,0.118,0.211,155.984,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
48bZ9Bl553wcO8Qm6wB0oa,O Holy Night,1Y8CxltubSeAYyolYc7rEN,Mitoy Yonting,4C4T82rf97bWUn9lYjW2Vh,162000,2015-11-13,0,0.219,0.328,2,-5.73,1,0.0368,0.727,0.0,0.0921,0.24,64.486,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
56BpA4zSpGPCqSbMfZdoAL,Silent Night,7r59WFPJdYBQmnIQB4DX7K,Klarisse De Guzman,4C4T82rf97bWUn9lYjW2Vh,149653,2015-11-13,0,0.549,0.634,0,-7.076,0,0.0299,0.605,4.9e-06,0.08,0.177,106.986,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
5kKfZbSUnpLassHCQLevgT,Grown Up Christmas List,6jtan6NPL80JFme8IkFiy7,Janice Javier,4C4T82rf97bWUn9lYjW2Vh,231626,2015-11-13,0,0.457,0.428,10,-7.101,0,0.0286,0.59,8.7e-06,0.0893,0.201,114.37,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
2e5zzE86EvxHkkeoTJ1JSd,Be With You This Christmas,486NCEPEjyqCl4VefEr9ab,Myk Perez,4C4T82rf97bWUn9lYjW2Vh,354933,2015-11-13,0,0.58,0.332,2,-8.976,1,0.0311,0.601,0.0,0.117,0.4,119.813,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
5TmDTvabROoEhxiJsfwhE5,Auld Lang Syne,4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,4C4T82rf97bWUn9lYjW2Vh,206573,2015-11-13,0,0.207,0.291,0,-8.049,1,0.0315,0.689,0.0,0.106,0.221,170.427,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
22xQJoBZQ9ejtkwDzFfBmp,Blue Christmas,4naOha45BMkEKW6fnTPQ3A,Zendee,4C4T82rf97bWUn9lYjW2Vh,192680,2015-11-13,0,0.557,0.328,4,-8.504,1,0.0264,0.491,0.00767,0.163,0.49,164.023,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
7uyfsGEG8yIyg6yBrIfxkN,Jingle Bell Rock,5xJfSowQoxaxY4DCVLTfr5,Sabrina,4C4T82rf97bWUn9lYjW2Vh,171280,2015-11-13,0,0.692,0.552,8,-6.698,1,0.0291,0.0721,0.0,0.175,0.636,143.046,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
72OYzOOhWOakn1o9dAEcgE,"Maligayang Pasko, Mahal Kita",3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,4C4T82rf97bWUn9lYjW2Vh,264040,2015-11-13,0,0.695,0.492,4,-8.824,1,0.0332,0.36,0.000882,0.128,0.49,150.067,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
2RWydLSXej6CUH9jYtWcTe,It Came Upon A Midnight Clear,6qIypqX4XDKPnjLdTWjdMK,Paolo Onesa,4C4T82rf97bWUn9lYjW2Vh,266000,2015-11-13,0,0.594,0.628,10,-6.391,1,0.0275,0.336,0.0,0.0859,0.329,119.612,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
7oZHdabYGuTGkfnA05zbHu,Last Christmas,18B9mAtwCLjkXGMlBtH1LZ,Urbandub,4C4T82rf97bWUn9lYjW2Vh,277520,2015-11-13,0,0.532,0.862,11,-6.458,1,0.0426,0.00412,0.0,0.103,0.639,99.992,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
1vBxfKwO9OMWG9S0cSjFiO,The First Noel,6RMFs9IdGEE7sAwQHMK4UY,Nicole Asensio,4C4T82rf97bWUn9lYjW2Vh,211053,2015-11-13,0,0.528,0.49,6,-8.308,1,0.0294,0.0395,2.38e-05,0.318,0.0673,133.305,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
13XLpWfj09SbudzZyb8zdC,Joy To The World,5CE2RNG7WQCwCE63g39Lz7,Darlene Vibares,4C4T82rf97bWUn9lYjW2Vh,177426,2015-11-13,0,0.684,0.657,0,-4.269,1,0.0229,0.0877,0.0,0.0781,0.291,95.955,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
3KQXZ90Dr92Q189LT60fn7,We Three Kings,0BtFY6sVXUJUyjS6xU5aO1,Iktus,4C4T82rf97bWUn9lYjW2Vh,210240,2015-11-13,0,0.531,0.335,11,-9.604,1,0.0269,0.594,8.23e-05,0.127,0.128,136.992,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
35yodxjpuxkK46Kk94ct2l,O Come All Ye Faithful,5uEGt69F7yGcYoQVn58NgU,JC Regino,4C4T82rf97bWUn9lYjW2Vh,158186,2015-11-13,0,0.503,0.428,0,-7.788,1,0.0238,0.0714,0.0,0.204,0.296,146.048,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
0VPWWWQNOj7gKTbllUk9Fl,Hark The Herald Angels Sing,0a4r2EnsevvHCukoJ1xFwJ,juan karlos,4C4T82rf97bWUn9lYjW2Vh,212240,2015-11-13,0,0.649,0.523,7,-6.854,1,0.0246,0.042,0.0,0.142,0.383,104.975,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
03clAh0n67tFSUr8STq7bZ,Angels We Have Heard On High,78q4UvKlFj32kUFHpeDdcM,Square 1,4C4T82rf97bWUn9lYjW2Vh,198120,2015-11-13,0,0.549,0.874,2,-6.826,1,0.196,0.0106,0.000393,0.0287,0.473,170.041,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
2TRMBs9mFyGHO6VXNvKcpO,"Thank You, Ang Babait Ninyo",11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,4C4T82rf97bWUn9lYjW2Vh,352333,2015-11-13,0,0.615,0.62,2,-6.286,1,0.0249,0.207,0.0,0.124,0.5,94.014,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
0XxoGt6F17quACPr4OGJd7,Puso Ko'y Namamasko,74KlZuH1AECATYKwBlWAdg,Jason Dy,4C4T82rf97bWUn9lYjW2Vh,237275,2015-11-13,8,0.279,0.251,4,-12.877,1,0.0372,0.897,0.000594,0.111,0.335,78.491,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
3lkSq67Lm6c14C2zBPhfrw,Pasko Na Sinta Ko,1U9hcWiEuYvA4OAUVHNXWs,Elha Nympha,4C4T82rf97bWUn9lYjW2Vh,250573,2015-11-13,5,0.456,0.437,3,-8.651,1,0.0248,0.488,1.69e-05,0.0521,0.12,75.943,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
4peIL3Xwaivb6pzoxrhaYx,Kung Wala Ka,139F6H5tm7wg7WItJl1IIE,Reynan Dal-Anay,4C4T82rf97bWUn9lYjW2Vh,266000,2015-11-13,0,0.355,0.538,2,-7.15,1,0.0286,0.207,1.91e-06,0.094,0.21,149.713,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
4qyxmmm80LZeV9Licn3Eko,Away In A Manger,7f1OL2eM56dr8qRZulbKl0,Esang De Torres,4C4T82rf97bWUn9lYjW2Vh,164500,2015-11-13,11,0.528,0.424,4,-8.255,1,0.0248,0.0175,5.43e-06,0.184,0.424,99.974,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
3ZWyecKYGIijcWsasDdPFO,You're All I Want For Christmas,5F3JxNxRYVoMvBDbFqvHhB,Sassa Dagdag,4C4T82rf97bWUn9lYjW2Vh,191500,2015-11-13,11,0.557,0.583,0,-8.888,1,0.0278,0.0768,6.01e-06,0.127,0.531,150.014,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
0dBXB6ZARUjrvF8MuWR07B,God Rest Ye Merry Gentlemen,5zgzC3GN377SJAQ9y7wnru,Zephanie Dimaranan,4C4T82rf97bWUn9lYjW2Vh,175506,2015-11-13,13,0.521,0.422,2,-6.349,0,0.0266,0.734,0.0,0.192,0.302,137.897,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
2iAJLrRjwuz4RT9YSfUWx3,Carol Of The Bells,5AlRSaINUbqMFBIo1lh0dv,Domino,4C4T82rf97bWUn9lYjW2Vh,158000,2015-11-13,10,0.554,0.67,11,-7.912,0,0.0566,0.687,0.00212,0.253,0.451,171.981,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
3m8PTSZ7DGkjRYmMcPmkg3,Little Drummer Boy,53qa1XIZ6pZuhrGDetCGew,Kyle Echarri,4C4T82rf97bWUn9lYjW2Vh,226320,2015-11-13,14,0.701,0.658,11,-7.941,1,0.0266,0.387,0.00461,0.106,0.662,134.053,4C4T82rf97bWUn9lYjW2Vh,My Christmas Album All Stars (Deluxe)
5cg24HiSXvPfQQS5nVll4k,Marry Me,6qIypqX4XDKPnjLdTWjdMK,Paolo Onesa,3It28BhZU6uXeNLrhJBhBB,220960,2015-05-25,3,0.572,0.413,0,-10.082,1,0.0261,0.378,1.53e-05,0.134,0.288,87.076,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
1CIcn59Wv6f3v5fr0C2qZD,You And Me,5xJfSowQoxaxY4DCVLTfr5,Sabrina,3It28BhZU6uXeNLrhJBhBB,193607,2015-05-25,3,0.494,0.387,0,-8.446,1,0.0282,0.795,0.0,0.11,0.335,144.02,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
4B8v9hVtsfJeiEdDGDjA6W,All Of Me,5xJfSowQoxaxY4DCVLTfr5,Sabrina,3It28BhZU6uXeNLrhJBhBB,315511,2015-05-25,3,0.642,0.251,10,-12.37,1,0.031,0.9,0.0,0.124,0.332,112.009,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
7ef2PJVtrX1HITOPLEI9Sb,Kahit Maputi Na Ang Buhok Ko,7JIoxIiRqaLg42e1w27TXx,Richard Poon,3It28BhZU6uXeNLrhJBhBB,224303,2015-05-25,3,0.644,0.448,9,-8.818,1,0.0479,0.845,0.0,0.248,0.53,145.03,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
0IBVUBqOugHpSQwvLVO4VK,A Thousand Years,5xJfSowQoxaxY4DCVLTfr5,Sabrina,3It28BhZU6uXeNLrhJBhBB,263730,2015-05-25,3,0.563,0.331,11,-11.281,1,0.029,0.851,0.0,0.105,0.283,138.051,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
513ECpHyfHvyP3eEBoq36o,This I Promise You,5s4mdbGeKp5OzUhUkSTcXj,Dianne Elise,3It28BhZU6uXeNLrhJBhBB,240510,2015-05-25,6,0.519,0.469,1,-7.251,0,0.0266,0.724,0.0,0.167,0.231,82.983,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
6CrkSZa1l05Iymj5XHgvkI,God Gave Me You,5xJfSowQoxaxY4DCVLTfr5,Sabrina,3It28BhZU6uXeNLrhJBhBB,238003,2015-05-25,15,0.434,0.369,7,-10.731,1,0.0274,0.718,1.34e-06,0.0813,0.356,77.113,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
7mH2b3zoF7tIDDkUc0DFt7,Runaway,486NCEPEjyqCl4VefEr9ab,Myk Perez,3It28BhZU6uXeNLrhJBhBB,221517,2015-05-25,3,0.582,0.505,9,-10.229,1,0.0299,0.139,3.63e-06,0.13,0.415,89.975,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
3U8I1ZdwibaiojEq595Bfr,Nothing's Gonna Stop Us Now,3vFDvFtR8VKEITzDa2ddKe,Toto Sorioso,3It28BhZU6uXeNLrhJBhBB,273530,2015-05-25,4,0.747,0.231,6,-10.414,1,0.0305,0.795,0.0,0.0965,0.442,94.995,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
5gz2g2oGodGOAcJlWe35wD,Lucky,5xJfSowQoxaxY4DCVLTfr5,Sabrina,3It28BhZU6uXeNLrhJBhBB,217290,2015-05-25,2,0.746,0.292,9,-13.133,0,0.0464,0.865,0.0,0.0892,0.583,114.868,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
5CiwsJHd7aFshKTUepPWJN,Now And Forever,11Jdq2gOTBhmfEYmFrZlue,Kris Lawrence,3It28BhZU6uXeNLrhJBhBB,206239,2015-05-25,4,0.213,0.305,7,-9.327,1,0.0342,0.273,0.0,0.39,0.181,89.085,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
1KW4hJW1kmvA8z5YUmktvd,Baby Now that I've Found You,09DdQEMQaaq0f99vqqub3V,krissy & ericka,3It28BhZU6uXeNLrhJBhBB,206981,2015-05-25,9,0.736,0.455,8,-8.71,1,0.0254,0.161,3.46e-05,0.0763,0.326,98.469,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
0VeHplSVBWTrx0FpZrSngm,Overjoyed,4Tk99lkogsaMWxsx1XUQDj,OSM2SM,3It28BhZU6uXeNLrhJBhBB,230062,2015-05-25,2,0.605,0.492,0,-11.456,1,0.0479,0.371,4.94e-05,0.0856,0.577,166.435,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
30tvGBiU4hHTRyqVkGz0lA,Beautiful As You,7JIoxIiRqaLg42e1w27TXx,Richard Poon,3It28BhZU6uXeNLrhJBhBB,242230,2015-05-25,2,0.483,0.258,6,-9.839,0,0.0295,0.841,0.0,0.109,0.249,123.864,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
0IJhnylMTqoSGats17fHaf,We've Only Just Begun,1teFgewFVUs4RrjoZGdKzk,Mitzi Caballero,3It28BhZU6uXeNLrhJBhBB,208560,2015-05-25,1,0.811,0.385,9,-11.722,1,0.0329,0.792,0.0737,0.106,0.468,107.931,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
0etkTc48bKDX1fvae98Ru0,Promise (I'll Never Say Goodbye),3vFDvFtR8VKEITzDa2ddKe,Toto Sorioso,3It28BhZU6uXeNLrhJBhBB,200201,2015-05-25,2,0.317,0.267,5,-9.871,1,0.0285,0.77,4.8e-06,0.341,0.247,98.744,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
2w4xHQoRohOApeOUL6udFp,I'll Take Care Of You,7JIoxIiRqaLg42e1w27TXx,Richard Poon,3It28BhZU6uXeNLrhJBhBB,254629,2015-05-25,2,0.214,0.189,8,-13.946,1,0.0308,0.855,0.000139,0.0942,0.0859,89.079,3It28BhZU6uXeNLrhJBhBB,The Wedding Album
3TxZx0DZg7oFaTh6Xbmgxe,So Much in Love (Misty / When I Fall in Love),65vHHaR3ArHlM8S51x1MCn,Shiela Valderrama,5grioLuCpESyDIKxLWzuLv,241250,2014-11-04,0,0.316,0.173,3,-12.955,1,0.0316,0.947,2.83e-05,0.129,0.207,89.855,5grioLuCpESyDIKxLWzuLv,Shiela
4twXTUIW0TKHKMjzktsS9p,At Last,65vHHaR3ArHlM8S51x1MCn,Shiela Valderrama,5grioLuCpESyDIKxLWzuLv,254629,2014-11-04,0,0.303,0.319,5,-11.175,1,0.0328,0.573,2.96e-06,0.0897,0.137,157.727,5grioLuCpESyDIKxLWzuLv,Shiela
4mHIzXHtq2CirctXzhmr9D,Dream a Little Dream (feat. Nyoy Volante),65vHHaR3ArHlM8S51x1MCn,Shiela Valderrama,5grioLuCpESyDIKxLWzuLv,202361,2014-11-04,0,0.404,0.379,5,-10.122,1,0.0311,0.817,4.6e-06,0.116,0.182,86.973,5grioLuCpESyDIKxLWzuLv,Shiela
7JOi5hhRCeLlt8C12wdNzI,I've Got a Crush On You/Embraceable You (feat. Christian Bautista),65vHHaR3ArHlM8S51x1MCn,Shiela Valderrama,5grioLuCpESyDIKxLWzuLv,308039,2014-11-04,0,0.317,0.226,9,-12.938,0,0.0323,0.924,4.7e-06,0.0999,0.118,132.183,5grioLuCpESyDIKxLWzuLv,Shiela
6kZByggmAJedtRDpL40218,What Happened to Us,65vHHaR3ArHlM8S51x1MCn,Shiela Valderrama,5grioLuCpESyDIKxLWzuLv,265730,2014-11-04,1,0.29,0.385,1,-8.457,1,0.0298,0.784,4.27e-06,0.0986,0.203,83.732,5grioLuCpESyDIKxLWzuLv,Shiela
3vyZwEdMrPAiSBYCW2IxHE,Finally (In Your Eyes),65vHHaR3ArHlM8S51x1MCn,Shiela Valderrama,5grioLuCpESyDIKxLWzuLv,249943,2014-11-04,0,0.369,0.405,4,-6.332,1,0.0286,0.886,0.0,0.104,0.131,136.855,5grioLuCpESyDIKxLWzuLv,Shiela
6CS22LVNEs7Jr5vwE94cds,That Time of Year,65vHHaR3ArHlM8S51x1MCn,Shiela Valderrama,5grioLuCpESyDIKxLWzuLv,166822,2014-11-04,0,0.424,0.452,5,-5.675,1,0.0282,0.57,0.0,0.141,0.367,66.045,5grioLuCpESyDIKxLWzuLv,Shiela
4JpIpKBv2eiuJFCTADiG7F,Lord Merry Christmas,24GNt8qmlsj3hwYgRgiTQ9,Bassilyo,4A9S4XKYdQe34361BghyNX,225773,2014-01-01,16,0.725,0.823,0,-5.521,0,0.0543,0.11,0.0,0.0805,0.911,151.375,4A9S4XKYdQe34361BghyNX,My Christmas Album All Stars
5JdmNhYd47zfIMmvK7iunq,"Merry Christmas, Darling",0t7vWPRBcVv4xBEHPZHSWA,Sitti,4A9S4XKYdQe34361BghyNX,210226,2014-01-01,37,0.352,0.444,10,-8.661,0,0.0262,0.788,0.0,0.274,0.294,151.736,4A9S4XKYdQe34361BghyNX,My Christmas Album All Stars
4aGH7GZk2MKsOYtOUmujEp,O Little Town Of Bethlehem,0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,4A9S4XKYdQe34361BghyNX,224133,2014-01-01,19,0.518,0.406,4,-9.649,0,0.0285,0.475,0.0,0.102,0.219,104.124,4A9S4XKYdQe34361BghyNX,My Christmas Album All Stars
1fe2MN0fEPqepO0p4tYpx2,Miss Kita Kung Christmas,11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,4A9S4XKYdQe34361BghyNX,239080,2014-01-01,14,0.568,0.603,7,-5.235,1,0.023,0.431,8.9e-05,0.118,0.211,155.984,4A9S4XKYdQe34361BghyNX,My Christmas Album All Stars
3wV7IasDAbZkiFknCriM7d,O Holy Night,1Y8CxltubSeAYyolYc7rEN,Mitoy Yonting,4A9S4XKYdQe34361BghyNX,162000,2014-01-01,14,0.204,0.372,2,-5.579,1,0.0313,0.709,0.0,0.111,0.205,54.373,4A9S4XKYdQe34361BghyNX,My Christmas Album All Stars
2mrcmG6FT2mgvfakwkgxSG,Silent Night,7r59WFPJdYBQmnIQB4DX7K,Klarisse De Guzman,4A9S4XKYdQe34361BghyNX,149653,2014-01-01,17,0.549,0.634,0,-7.076,0,0.0299,0.605,4.9e-06,0.08,0.177,106.986,4A9S4XKYdQe34361BghyNX,My Christmas Album All Stars
5nF4ra7lETOa2Wc4LrQ01g,Grown Up Christmas List,6jtan6NPL80JFme8IkFiy7,Janice Javier,4A9S4XKYdQe34361BghyNX,231626,2014-01-01,33,0.444,0.425,10,-7.111,0,0.0297,0.589,8.38e-06,0.0893,0.175,114.865,4A9S4XKYdQe34361BghyNX,My Christmas Album All Stars
2cmvyxuXLBD9qHwITw0ouL,Be With You This Christmas,486NCEPEjyqCl4VefEr9ab,Myk Perez,4A9S4XKYdQe34361BghyNX,354933,2014-01-01,14,0.58,0.332,2,-8.976,1,0.0311,0.601,0.0,0.117,0.4,119.813,4A9S4XKYdQe34361BghyNX,My Christmas Album All Stars
0sS0jY2A9HSDVykeTCM6Ac,Auld Lang Syne,4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,4A9S4XKYdQe34361BghyNX,206573,2014-01-01,14,0.207,0.291,0,-8.049,1,0.0315,0.689,0.0,0.106,0.221,170.427,4A9S4XKYdQe34361BghyNX,My Christmas Album All Stars
