track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album_id,album_name
3V8UIN1Xli8KmgyevIle2Y,Awit Ko Na Naisulat Dahil Sa Kagandahan Mo,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5S0ZDnuNJpjlN9YiHYpsCW,236419,2020-07-10,12,0.689,0.7,7,-7.555,1,0.0469,0.474,0.000806,0.0882,0.673,100.066,5S0ZDnuNJpjlN9YiHYpsCW,Awit Ko Na Naisulat Dahil Sa Kagandahan Mo
79cNKZg5oo2FHmnj99K8rQ,Pieces of My Life,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,2Gxsv9XrzRkrjexEWWaxaH,291830,2019-04-11,0,0.298,0.213,9,-11.79,1,0.0421,0.929,0.000194,0.106,0.348,175.989,2Gxsv9XrzRkrjexEWWaxaH,Pieces of My Life
6m9YKCOZpdkLzPqUwCM9ha,Chosen,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,6wh0T0S950yhOVVT6kJjm2,313541,2018-05-08,8,0.57,0.714,4,-7.664,1,0.038,0.16,0.0,0.12,0.449,130.058,6wh0T0S950yhOVVT6kJjm2,Chosen
102D0kplUrZY83Bx1J0DnG,God Gave Me You,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,40nVV6Eltyi1Hs6UjYW4RL,267560,2012-01-01,31,0.471,0.363,7,-9.452,1,0.0273,0.716,0.0,0.107,0.305,77.005,40nVV6Eltyi1Hs6UjYW4RL,God Gave Me You
1hjfa1y9oswCrXTsMf1wjS,Akong Bililhon,1vZKdcd7YuW307ajNbePUS,The Marshland,5dE7Ya7ysU0jIPdBh6OShZ,224034,2020-12-04,4,0.702,0.652,3,-5.027,1,0.0274,0.283,0.00367,0.0896,0.367,107.971,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
2pXCrjCVUJjhE5iRj4cDkV,Kasadya (feat. XT on Sax),6VARoQYQ6vmdZIhFpvCaz4,Jay-ar Vaño,5dE7Ya7ysU0jIPdBh6OShZ,228744,2020-12-04,2,0.781,0.782,0,-3.675,0,0.0837,0.307,0.0,0.0546,0.816,120.004,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
2Fddbtw714bTOyZrb3r2zC,Pahuway,199ECS30J1oOc3Ftz93dsk,Ferdinand Aragon,5dE7Ya7ysU0jIPdBh6OShZ,273244,2020-12-04,4,0.637,0.277,9,-7.175,1,0.0292,0.836,1.25e-06,0.0819,0.473,131.755,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
4KA5HBkoafhrK6aD0U0BCb,Bestiny,6DTkgCyJZzWcgSMSARKMVM,Kevin Yadao,5dE7Ya7ysU0jIPdBh6OShZ,261680,2020-12-04,3,0.633,0.672,10,-6.056,1,0.0435,0.4,1.47e-06,0.113,0.314,90.104,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
3vT8K4JGvsR11B7dp4adcZ,Huling Sayaw,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,5dE7Ya7ysU0jIPdBh6OShZ,274812,2020-12-04,2,0.492,0.477,10,-7.899,1,0.0256,0.562,1.57e-06,0.154,0.298,137.927,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
2oCU87rTvb4YV6f6i3NzK7,Mapa,5ZBPrCqoAHKDnKEh271kYK,Chloe Redondo,5dE7Ya7ysU0jIPdBh6OShZ,250916,2020-12-04,2,0.585,0.668,0,-4.966,1,0.101,0.523,0.0,0.175,0.391,172.041,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
0e8gGbGwqEk4BcWOwOwqeR,Agsardeng,23pll5spPg83AUrbSegAtX,Miss Ramonne,5dE7Ya7ysU0jIPdBh6OShZ,260470,2020-12-04,2,0.716,0.499,10,-6.504,1,0.0343,0.89,1.2e-05,0.0788,0.502,133.94,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
4gLklAZCbIe6GzovKVZ6b4,Balikan,5w22j2yXzg6Q3y4KnBXU7H,Benj Manalo,5dE7Ya7ysU0jIPdBh6OShZ,245327,2020-12-04,2,0.705,0.756,2,-6.14,1,0.0706,0.409,0.0,0.088,0.751,87.961,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
20uLrmSJUennZwRi86TtoA,Paos,0DouUeF604QbSdKYIL3xrq,Keiko Necesario,5dE7Ya7ysU0jIPdBh6OShZ,277807,2020-12-04,2,0.595,0.31,3,-8.811,1,0.0446,0.883,0.0,0.317,0.457,135.836,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
2x4xaeQ2qhZYIEYMa7I2I6,Ayaw Na Lang,5Uc27X7zFLxVH0gO9kg54h,Lourdes Maglinte,5dE7Ya7ysU0jIPdBh6OShZ,215719,2020-12-04,2,0.574,0.589,6,-4.862,1,0.0285,0.492,6.9e-05,0.0988,0.382,91.923,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
1wmbubYuhEQzibJmxPqkML,Hinungdan,4SF0FW2zi21DoLwy91R2Yz,James Gulles,5dE7Ya7ysU0jIPdBh6OShZ,312826,2020-12-04,2,0.57,0.521,0,-6.812,1,0.027,0.544,0.00327,0.0695,0.325,109.952,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
2WnVuNyHipbKV8I0swTy75,Suyo,5jAOzTxCoR1qHXKVHsfDSr,reon,5dE7Ya7ysU0jIPdBh6OShZ,200630,2020-12-04,3,0.733,0.569,7,-5.862,1,0.029,0.757,0.844,0.263,0.833,76.998,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
5zYJ7P1MFRyTSGl3lJ9De4,Bitaw,5nQaLW2m4fzJwUVluO03hQ,Zsaris,5dE7Ya7ysU0jIPdBh6OShZ,250523,2020-12-04,2,0.693,0.454,4,-9.715,1,0.114,0.741,0.0,0.101,0.326,110.981,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
2B0Wd4DarPKURiSxaBwKNV,Lunod,1iniYxgC28JnafDZZAeEI9,Shaira Opsimar,5dE7Ya7ysU0jIPdBh6OShZ,310802,2020-12-04,2,0.479,0.433,5,-4.615,1,0.0251,0.536,0.0,0.107,0.142,80.071,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
0VYZ7PIOwPnAtfh7baNM8G,Para kay Catriona,7tKpXx21KVUOR6vvDs6xtg,I Belong to the Zoo,5dE7Ya7ysU0jIPdBh6OShZ,264462,2020-12-04,1,0.31,0.174,4,-13.043,1,0.0328,0.872,1.97e-05,0.116,0.405,100.04,5dE7Ya7ysU0jIPdBh6OShZ,PhilPop 2020: Music Breaking Borders
2Dc42FhY3f8oPCCWuRnvWL,Nobela,70ljCILl0aVXitf3K39YvT,Join The Club,7i8bEl9KLLCVrreUG6YS6k,291506,2020-07-01,44,0.363,0.548,8,-5.998,1,0.0269,0.358,0.0,0.173,0.518,160.734,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
1ayD6qLOfcpdEJPrLxkx7v,Languyin,3Hvxz2oZPYuo61ChHKcqQI,Autotelic,7i8bEl9KLLCVrreUG6YS6k,264253,2020-07-01,6,0.618,0.746,11,-3.933,1,0.0361,0.0591,0.000476,0.173,0.6,119.998,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
41bwYNIeMv04TKmkqdVIDv,Buwan,0a4r2EnsevvHCukoJ1xFwJ,juan karlos,7i8bEl9KLLCVrreUG6YS6k,343446,2020-07-01,10,0.621,0.381,7,-11.808,1,0.0409,0.448,0.000176,0.0902,0.361,126.048,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
1yhxWgwlqkRd8C3faaMokE,Tuloy Pa Rin,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,7i8bEl9KLLCVrreUG6YS6k,236453,2020-07-01,13,0.8,0.536,7,-7.013,1,0.0358,0.719,0.00704,0.0928,0.723,110.1,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
52VhpgTV8j4FermHPMyFjq,Kung Pwede Lang,5xJfSowQoxaxY4DCVLTfr5,Sabrina,7i8bEl9KLLCVrreUG6YS6k,296786,2020-07-01,4,0.573,0.458,9,-7.613,1,0.0286,0.624,4.07e-06,0.189,0.18,136.994,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
24QF8u4A2rNalSHUnWFlsc,12:51,09DdQEMQaaq0f99vqqub3V,krissy & ericka,7i8bEl9KLLCVrreUG6YS6k,246280,2020-07-01,37,0.502,0.357,3,-9.36,1,0.0272,0.727,0.0,0.128,0.438,136.117,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
4w6aaBg73MdTQNO8w6IvB2,Just Wanna be with You,31oMMIBDMM2Z1RQO7u8irE,Side A,7i8bEl9KLLCVrreUG6YS6k,229506,2020-07-01,4,0.527,0.366,4,-12.832,1,0.0417,0.809,0.0,0.114,0.223,66.992,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
5LgGYrWPtGerHgQjs4Q6Hn,Right Now,41pLCD280F2n813cKHt1yt,Isabela Vinzon,7i8bEl9KLLCVrreUG6YS6k,241462,2020-07-01,4,0.343,0.271,11,-10.02,1,0.0302,0.882,2.73e-06,0.105,0.161,139.973,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
3BhXMhEkUCH8jYQYYu2rqx,Line To Heaven,4Z0zs3x0hfteT8K4SH7h00,AM/FM,7i8bEl9KLLCVrreUG6YS6k,205243,2020-07-01,4,0.869,0.567,6,-7.285,1,0.0314,0.128,0.0,0.133,0.761,102.045,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
1WoUahnqaRu871SiuWYPlC,Bwelo Lang,0jSZF2C5Q5YNdJjkX3uyNP,Edray Teodoro,7i8bEl9KLLCVrreUG6YS6k,248374,2020-07-01,3,0.646,0.417,2,-10.965,1,0.0538,0.55,1.51e-06,0.0945,0.749,169.879,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
28CJUYlZtjrhwJpAgNLpAS,Mapansin,33kC1w8s5cXEi1zyJZuqSI,Paolo Santos,7i8bEl9KLLCVrreUG6YS6k,218493,2020-07-01,4,0.623,0.496,7,-11.509,1,0.0602,0.786,3.97e-06,0.161,0.668,92.933,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
3RPeKov21yZvYJWuQSTIjf,Isipin,1LKL2kKeoS9zKVOfYHEeF3,Miguel Escueta,7i8bEl9KLLCVrreUG6YS6k,258000,2020-07-01,4,0.398,0.717,9,-5.932,1,0.0307,0.0309,0.0,0.0845,0.349,89.941,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
6znLmlLKe3DT49BBSABIaf,We Can't Be,4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,7i8bEl9KLLCVrreUG6YS6k,241373,2020-07-01,4,0.503,0.376,4,-9.661,1,0.0271,0.595,0.0,0.104,0.353,128.817,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
5XqohlipAGqHrpBl6zh2gF,Ikaw Pa Rin - From Nakalimutan Ko Nang Kalimutan Ka,7fftBnwbUIMwSHU8lRtuWv,Raffy Calicdan,7i8bEl9KLLCVrreUG6YS6k,225000,2020-07-01,5,0.508,0.252,9,-7.917,1,0.0274,0.964,1.12e-06,0.125,0.251,140.187,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
4BTkkRkWhoe7pgFJFozajQ,Arbitrary,1hMAGfvamVXuSWBFQRFMeq,Over October,7i8bEl9KLLCVrreUG6YS6k,338861,2020-07-01,3,0.59,0.442,6,-7.235,1,0.0274,0.761,6.54e-05,0.104,0.173,111.872,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
3TGPTqlg97dH0qWupQv04T,First Of Summer - Live At The Campfire Sessions/2018,18B9mAtwCLjkXGMlBtH1LZ,Urbandub,7i8bEl9KLLCVrreUG6YS6k,238751,2020-07-01,3,0.674,0.688,8,-7.412,0,0.0392,0.193,0.0,0.804,0.595,122.984,7i8bEl9KLLCVrreUG6YS6k,Pinoy Pag-ibig
08K1axf9IxdzEiilmkS7eF,Prelude,0AI9aMBxeYTWnqnf0n63of,Children's Choir,0lWlViaBgXo21nodzXH9Fr,72572,2018-06-01,13,0.398,0.14,9,-12.396,1,0.047,0.991,0.0,0.0532,0.245,135.257,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
1oStu2GdZuAQ8WeInls3KG,Chosen - Saints Sinners Misfits,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,0lWlViaBgXo21nodzXH9Fr,313541,2018-06-01,0,0.561,0.717,4,-8.311,1,0.0346,0.167,0.0,0.129,0.389,130.069,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
7k3YR0fJEVzPI9uSEyfQYA,Hey You Fool - Shadow Song,1ZXTwHjcF5RmTC5GrjCDhR,Thor Dulay,0lWlViaBgXo21nodzXH9Fr,206735,2018-06-01,0,0.547,0.863,2,-7.347,1,0.131,0.488,1.56e-06,0.287,0.489,101.922,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
56WxiaIpRGC2kkHWi0nPGu,Shooting Stars,7ygtjsCTrCQZAYYPOne9uE,Erik Santos,0lWlViaBgXo21nodzXH9Fr,276703,2018-06-01,1,0.345,0.38,6,-8.689,0,0.0305,0.787,1.27e-05,0.129,0.306,80.722,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
3kSPYHBF9S5cKRhPHzBhAp,Throwback Thursday,1mcqfNCReSFxun2vIWvC28,KZ Tandingan,0lWlViaBgXo21nodzXH9Fr,334772,2018-06-01,0,0.529,0.661,0,-8.171,1,0.0396,0.0838,0.0,0.201,0.313,132.031,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
4QbIi7HIvoCqHaEnNC9ACV,Catch Your Eye - Sarah's Theme,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,0lWlViaBgXo21nodzXH9Fr,301133,2018-06-01,1,0.319,0.322,4,-9.824,1,0.031,0.765,6.82e-06,0.108,0.149,128.259,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
3EfMRAcNXVV3Vtyl4p89Wy,The Plot Thickens - The Prophet's Rap,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,0lWlViaBgXo21nodzXH9Fr,167872,2018-06-01,0,0.652,0.587,0,-7.014,0,0.0317,0.319,0.0,0.455,0.427,91.967,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
6k0bf8HfteDmUgChul1n3c,Stealing Fire - David's Theme,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,0lWlViaBgXo21nodzXH9Fr,289507,2018-06-01,0,0.488,0.399,4,-7.348,1,0.024,0.439,3.96e-06,0.361,0.124,78.026,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
61Y59g8ixSfc2ut7WwB6XC,Hard to Get,4LTJwj8UNLy3ApvH7XUiiq,Martin Nievera,0lWlViaBgXo21nodzXH9Fr,247310,2018-06-01,0,0.235,0.318,11,-10.317,1,0.0346,0.704,1.95e-05,0.344,0.174,133.643,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
7IGRA2UP5yDToZN7g298lO,Theory of Everything,6IMoRSrb0gbPbrjQ4m8cy0,Boyband.Ph,0lWlViaBgXo21nodzXH9Fr,184000,2018-06-01,1,0.638,0.849,7,-7.437,1,0.0376,0.303,0.000821,0.367,0.832,120.026,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
5VPOtPmvUCtbLAIUk1H5Mc,The Better of Me,2GqX0GnrKdi6Z2X2OReYOK,Piolo Pascual,0lWlViaBgXo21nodzXH9Fr,333916,2018-06-01,1,0.197,0.243,2,-11.797,1,0.0325,0.853,0.000108,0.139,0.145,87.465,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
6ShBrKFlQpkB2LhxRVKSXZ,Must All the Nice Guys?,2DVjB2nSojLRYRbUT74c8H,Brenan Espartinez,0lWlViaBgXo21nodzXH9Fr,289116,2018-06-01,0,0.396,0.347,4,-9.223,0,0.033,0.678,0.0,0.099,0.367,147.638,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
4zzbS6FadMZNyu6VoE1TIq,Just a Little Soul,0XOSmu9Qn1agQULUVe0dAK,Inigo Pascual,0lWlViaBgXo21nodzXH9Fr,269798,2018-06-01,1,0.597,0.95,2,-5.843,0,0.0915,0.0622,0.0,0.0405,0.498,108.116,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
5GYTG1LRqUiWHBxpZ1NA1J,Dark Side of Your Moon,7LVPSD4kabI5LiXIVPI8tn,Jona,0lWlViaBgXo21nodzXH9Fr,290478,2018-06-01,0,0.25,0.284,4,-11.163,1,0.0383,0.796,0.0,0.127,0.287,170.169,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
5YBqQ6b6TEC5hh9F2xAgGB,No More Music,7DRgc0ko15aNa7DMeZ3J8G,Jed Madela,0lWlViaBgXo21nodzXH9Fr,288231,2018-06-01,5,0.247,0.231,11,-10.546,1,0.0328,0.903,0.000112,0.139,0.121,77.619,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
0QEonwZRTgpVvzJQhxip1q,Better Angels,2fonBGBLc7lUoikMqms5Zl,Noel Cabangon,0lWlViaBgXo21nodzXH9Fr,205113,2018-06-01,0,0.494,0.381,7,-11.335,1,0.0315,0.253,0.0,0.176,0.358,144.037,0lWlViaBgXo21nodzXH9Fr,Chosen (Songs from an Original Musical)
4swXtppnduP7wIFZcawAlv,Winter Wonder Land,16IDLKLHYcpmPRIQQP2L4G,Ralph Padiernos,05RWcYDVvEAYnZXZh25mLN,218320,2016-12-07,0,0.464,0.274,7,-11.599,1,0.0285,0.662,0.0,0.15,0.273,101.622,05RWcYDVvEAYnZXZh25mLN,Yultide Blends
21Sce821ibaaUfefu0yanC,Oh Holy Night,16IDLKLHYcpmPRIQQP2L4G,Ralph Padiernos,05RWcYDVvEAYnZXZh25mLN,308131,2016-12-07,0,0.231,0.324,4,-8.955,1,0.0363,0.795,7.63e-06,0.11,0.062,119.127,05RWcYDVvEAYnZXZh25mLN,Yultide Blends
67jjMik18mik3cLlvWcPll,Grown up Christmas List,2HdUtKuSooPkWZe5Is3DaB,Sarah Caballero,05RWcYDVvEAYnZXZh25mLN,270920,2016-12-07,0,0.457,0.217,6,-11.167,1,0.0393,0.914,0.0,0.1,0.402,119.134,05RWcYDVvEAYnZXZh25mLN,Yultide Blends
4T5UKn2z6jGEhINXX7QGXR,Merry Christmas Darling,5spjvocUaAHnk8zYnBUixh,Ma. Giedie Maureen Laroco,05RWcYDVvEAYnZXZh25mLN,188590,2016-12-07,0,0.515,0.379,0,-9.567,1,0.031,0.236,5.63e-06,0.172,0.108,149.957,05RWcYDVvEAYnZXZh25mLN,Yultide Blends
4bV9yHuEb5nrX6Xm8VQsEX,The Christmas Song,4n07UfjsMoXM8bNglyfN33,Garrett Bolden,05RWcYDVvEAYnZXZh25mLN,249601,2016-12-07,8,0.525,0.497,0,-7.22,1,0.0289,0.739,3.38e-06,0.125,0.347,137.928,05RWcYDVvEAYnZXZh25mLN,Yultide Blends
5WVoUOgUWvsO6Moj45ar2s,Have Yourself a Merry Little Christmas,0W4OfNX2lNsMTV83ii9DC8,Phoebe Salvatierra,05RWcYDVvEAYnZXZh25mLN,208984,2016-12-07,0,0.384,0.243,10,-10.047,1,0.0383,0.856,4.4e-06,0.123,0.278,140.244,05RWcYDVvEAYnZXZh25mLN,Yultide Blends
7Ib7PYyL4zSiPwOfRQc9YN,White Christmas,3Y15hxnbrV6UnvYWcI1h0p,Chocolate Factory,05RWcYDVvEAYnZXZh25mLN,222962,2016-12-07,1,0.659,0.461,7,-8.456,0,0.0338,0.116,0.0,0.129,0.468,73.353,05RWcYDVvEAYnZXZh25mLN,Yultide Blends
07B28EVHLEq78d7fH5aDjM,Christmas Day,3Y15hxnbrV6UnvYWcI1h0p,Chocolate Factory,05RWcYDVvEAYnZXZh25mLN,246970,2016-12-07,4,0.778,0.715,5,-8.462,1,0.0403,0.0153,0.0,0.0886,0.963,99.023,05RWcYDVvEAYnZXZh25mLN,Yultide Blends
5vofApJuT27DLGrwQEa5Md,Stuck - Acoustic,0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,3x8JjOYWv1IA85NRDC5k4c,281026,2016-09-16,8,0.446,0.486,2,-4.763,1,0.0328,0.325,0.0,0.14,0.419,106.688,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
4e7lBB3qGPqvJ8FzYHPl8o,Di Ka Man Lang Nagpaalam - Acoustic,0a4r2EnsevvHCukoJ1xFwJ,juan karlos,3x8JjOYWv1IA85NRDC5k4c,235786,2016-09-16,4,0.64,0.287,9,-9.703,1,0.0286,0.866,0.0,0.104,0.332,128.968,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
4R6hz1FzxrdBqmkujjHK77,12:51 - Piano Version,4qzcg58jZdJ9ujEI6Cs3Ad,Krissy,3x8JjOYWv1IA85NRDC5k4c,243786,2016-09-16,11,0.269,0.298,2,-7.113,1,0.0348,0.883,0.0,0.119,0.253,72.89,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
4Ryh60ix5LXFscageTqwGN,God Gave Me You - Acoustic,3pTaNQJ7TAU4yL7KEZp5sF,Nyoy Volante,3x8JjOYWv1IA85NRDC5k4c,265840,2016-09-16,7,0.477,0.392,7,-8.271,1,0.0272,0.688,1.99e-06,0.125,0.293,77.073,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
0U27v3v24yuKSvh8qQoQLt,Fix You - Unplugged,486NCEPEjyqCl4VefEr9ab,Myk Perez,3x8JjOYWv1IA85NRDC5k4c,275613,2016-09-16,3,0.54,0.362,9,-9.193,1,0.0722,0.786,0.0,0.094,0.438,76.516,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
1iAeMnYpaRUn0Im125ZV5Y,Maybe This Time - Acoustic,4naOha45BMkEKW6fnTPQ3A,Zendee,3x8JjOYWv1IA85NRDC5k4c,222000,2016-09-16,12,0.303,0.381,5,-7.055,1,0.0302,0.877,0.0,0.218,0.252,85.266,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
4MOQof6tGM0MzqdJonh9Mm,Caught In That Feeling - Acoustic,74KlZuH1AECATYKwBlWAdg,Jason Dy,3x8JjOYWv1IA85NRDC5k4c,203493,2016-09-16,0,0.362,0.461,9,-7.941,0,0.0313,0.556,0.0,0.118,0.644,82.526,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
65coDFx7vH6S1T407yuFI5,I Believe I Can Fly - Acoustic,6jtan6NPL80JFme8IkFiy7,Janice Javier,3x8JjOYWv1IA85NRDC5k4c,263480,2016-09-16,3,0.393,0.344,3,-8.408,1,0.0343,0.926,0.00133,0.0678,0.162,82.379,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
66ArE5S0HuFP2JT2yEdGsX,Lord Patawad - Acoustic,24GNt8qmlsj3hwYgRgiTQ9,Bassilyo,3x8JjOYWv1IA85NRDC5k4c,306000,2016-09-16,1,0.694,0.543,11,-6.159,1,0.0371,0.766,2.6e-06,0.114,0.761,144.648,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
1sseZxf7KW0lqf3vo3jDBo,Make You Feel My Love - Acoustic,6qIypqX4XDKPnjLdTWjdMK,Paolo Onesa,3x8JjOYWv1IA85NRDC5k4c,224840,2016-09-16,9,0.519,0.132,6,-11.477,1,0.0333,0.969,5.29e-05,0.156,0.225,74.179,3x8JjOYWv1IA85NRDC5k4c,#FeelGoodAcoustic
1VXWIeBsFR66bstpB9sn0T,Tinatangi,6CERgHldfS1Sk1rcZBBbFz,Cookie Chua,1eu0hC9FbOG6Frp1siFDIA,212933,2016-06-10,28,0.396,0.597,6,-7.771,1,0.0429,0.328,0.0,0.325,0.295,111.916,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
1mBZJJk7Ph0uvGvm3pryna,Binibini Sa MRT,1YlibpAvhJBbMZMBwN1KGv,The Juans,1eu0hC9FbOG6Frp1siFDIA,239573,2016-06-10,33,0.646,0.899,7,-6.823,1,0.0416,0.178,0.0,0.147,0.899,99.992,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
4QyWaM34aBujzZa5zcvlWt,Kahon,2uLealUq7Lu3UmkkYbReyo,Ramiru Mataro,1eu0hC9FbOG6Frp1siFDIA,155160,2016-06-10,9,0.612,0.756,9,-7.717,1,0.0651,0.238,0.0,0.161,0.583,106.94,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
4oUXp6L1fGmGJHX4C8P0ve,Pabili Po,0U46MggdSX3enMM5t5G7jI,Banda Ni Kleggy,1eu0hC9FbOG6Frp1siFDIA,203933,2016-06-10,25,0.722,0.77,9,-7.556,1,0.0854,0.485,0.0,0.24,0.879,88.002,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
17HqxPmcsvwRovJPLsvg5e,Dumadagundong,77y4D50m5EAQjB0x7XW7Lc,Yassi Pressman,1eu0hC9FbOG6Frp1siFDIA,224026,2016-06-10,12,0.732,0.64,1,-7.21,0,0.0334,0.273,0.0,0.171,0.589,97.928,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
3fRr4rmzBEMrstEizUIbSu,Friday Night,45yGADm0D2Kf9SWjZZDXR7,Kenjhons,1eu0hC9FbOG6Frp1siFDIA,195226,2016-06-10,7,0.808,0.718,7,-7.736,1,0.0491,0.00108,7.82e-05,0.0642,0.531,104.95,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
1KeM44mgfRIySbziNO6cAF,Lahat,74KlZuH1AECATYKwBlWAdg,Jason Dy,1eu0hC9FbOG6Frp1siFDIA,236000,2016-06-10,17,0.611,0.429,1,-9.171,1,0.0525,0.784,0.0,0.11,0.662,120.912,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
3CYyK6YGUQHYshCzQrviQr,Nobody but You,0BCmOZldVbuDQsMqyLC7La,Monica Cuenco,1eu0hC9FbOG6Frp1siFDIA,238773,2016-06-10,11,0.497,0.499,1,-8.106,1,0.0309,0.4,0.0,0.201,0.436,124.055,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
0CDssurVIP4pac1YZQOljO,Di Na Muli,5cYJYBMg1n71v7cvthr1SO,The Itchyworms,1eu0hC9FbOG6Frp1siFDIA,260626,2016-06-10,9,0.35,0.463,4,-6.582,1,0.0381,0.707,0.0,0.162,0.27,120.239,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
5j5nTc7jdgTz2BLKzb1wRq,Baliw Sa Ex-Boyfriend Ko,3KQKz2IH452AmBtwYrDsRy,Sugar 'N Spice,1eu0hC9FbOG6Frp1siFDIA,219360,2016-06-10,10,0.827,0.471,0,-7.94,1,0.0393,0.343,0.0,0.0718,0.867,123.983,1eu0hC9FbOG6Frp1siFDIA,PhilPop 2016
