Position,Track Name,Artist,Streams,URL,Date
1,Dynamite,BTS,294517,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-10-19
2,Lovesick Girls,BLACKPINK,291362,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,2020-10-19
3,Ice Cream (with Selena Gomez),BLACKPINK,264952,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-10-19
4,At My Worst,Pink Sweat$,225682,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020-10-19
5,Holy (feat. Chance The Rapper),Justin Bieber,205605,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-10-19
6,Beautiful Scars,Maximillian,191198,https://open.spotify.com/track/4kS01K2URu522IomkGOFHl,2020-10-19
7,Bet You Wanna (feat. Cardi B),BLACKPINK,183471,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe,2020-10-19
8,You Got It,Vedo,162265,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-10-19
9,How You Like That,BLACKPINK,153762,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-10-19
10,Pretty Savage,BLACKPINK,153272,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,2020-10-19
11,Kabilang Buhay,Bandang Lapis,149437,https://open.spotify.com/track/0knRQzgvbUed6K74mX81hG,2020-10-19
12,KLWKN,Music Hero,134647,https://open.spotify.com/track/1pi3VCMlGVaXvrjlVOkBPN,2020-10-19
13,WAP (feat. Megan Thee Stallion),Cardi B,134201,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-10-19
14,Teka Lang,Emman,126040,https://open.spotify.com/track/47UUjZbqZjcrzELnFBB1Ht,2020-10-19
15,Stuck with U (with Justin Bieber),Ariana Grande,121463,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,2020-10-19
16,Mariposa,Peach Tree Rascals,119683,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,2020-10-19
17,Mad at Disney,salem ilese,115969,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,2020-10-19
