Position,Track Name,Artist,Streams,URL,Date
1,34+35,Ariana Grande,237600,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,2020-12-12
2,willow,Taylor Swift,230157,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,2020-12-12
3,Dynamite,BTS,219367,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,2020-12-12
4,At My Worst,Pink Sweat$,217422,https://open.spotify.com/track/2tI4WyzqOOwC23S5m0kqcB,2020-12-12
5,positions,Ariana Grande,169071,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,2020-12-12
6,Life Goes On,BTS,162568,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,2020-12-12
7,Beautiful Scars,Maximillian,162107,https://open.spotify.com/track/1Hu42ZLWG9dHaVOPiWyEmE,2020-12-12
8,champagne problems,Taylor Swift,157146,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339,2020-12-12
9,Paubaya,Moira Dela Torre,149132,https://open.spotify.com/track/1NUw61RX4Wtmxw7CLiP4kP,2020-12-12
10,gold rush,Taylor Swift,139428,https://open.spotify.com/track/5BK0uqwY9DNfZ630STAEaq,2020-12-12
11,Holy (feat. Chance The Rapper),Justin Bieber,136071,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-12-12
12,"no body, no crime (feat. HAIM)",Taylor Swift,135544,https://open.spotify.com/track/6NriykdkRrjQMZo1sfVYUo,2020-12-12
13,‘tis the damn season,Taylor Swift,134147,https://open.spotify.com/track/4GBkffrtA51p17JH35irGA,2020-12-12
14,Ice Cream (with Selena Gomez),BLACKPINK,129954,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,2020-12-12
15,tolerate it,Taylor Swift,127153,https://open.spotify.com/track/0PurA4JVJ8YQgSVopY8fn6,2020-12-12
16,happiness,Taylor Swift,124618,https://open.spotify.com/track/73YUReisjb3A9ActdLLjJQ,2020-12-12
17,I CAN'T STOP ME,TWICE,119654,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH,2020-12-12
18,Kabilang Buhay,Bandang Lapis,118429,https://open.spotify.com/track/0knRQzgvbUed6K74mX81hG,2020-12-12
19,Lovesick Girls,BLACKPINK,117108,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,2020-12-12
20,evermore (feat. Bon Iver),Taylor Swift,116418,https://open.spotify.com/track/0AaV4MJrgmLV3XhoiWXjjb,2020-12-12
21,What You Know Bout Love,Pop Smoke,115922,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-12-12
22,You Got It,Vedo,113979,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-12-12
23,dorothea,Taylor Swift,111866,https://open.spotify.com/track/3w9VRlKPvNxj40RdUGRweH,2020-12-12
24,Stuck with U (with Justin Bieber),Ariana Grande,106645,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,2020-12-12
25,coney island (feat. The National),Taylor Swift,105458,https://open.spotify.com/track/4tyX1rw9X309WkEdh2As4B,2020-12-12
26,ivy,Taylor Swift,101850,https://open.spotify.com/track/19CSr8rwW05VJL2F91KFNK,2020-12-12
27,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,101825,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,2020-12-12
28,Teka Lang,Emman,101363,https://open.spotify.com/track/47UUjZbqZjcrzELnFBB1Ht,2020-12-12
29,KLWKN,Music Hero,99720,https://open.spotify.com/track/1pi3VCMlGVaXvrjlVOkBPN,2020-12-12
30,Mariposa,Peach Tree Rascals,99695,https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD,2020-12-12
31,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,97206,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK,2020-12-12
32,long story short,Taylor Swift,96999,https://open.spotify.com/track/0vVMlbdYx2080Oa9FndPZr,2020-12-12
33,if this is the last time,LANY,95906,https://open.spotify.com/track/3bsRMvQja4huvPWo1S5ONc,2020-12-12
34,Imahe,Magnus Haven,92932,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5,2020-12-12
35,Titig,MC Einstein,92921,https://open.spotify.com/track/1x8pFCRfBnDqckyB6mlZci,2020-12-12
36,cowboy like me,Taylor Swift,92610,https://open.spotify.com/track/1XjHRolIXL2M1EEOUsGGR4,2020-12-12
37,Heather,Conan Gray,92418,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-12-12
38,marjorie,Taylor Swift,90300,https://open.spotify.com/track/7vBNFh3NIZTj6tB5s1IBjE,2020-12-12
39,Put Your Records On,Ritt Momney,88271,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-12-12
40,closure,Taylor Swift,87031,https://open.spotify.com/track/3uayvzcbqFydIbgUeC6EJh,2020-12-12
41,Go Crazy,Chris Brown,86619,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,2020-12-12
42,Pretty Savage,BLACKPINK,86483,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,2020-12-12
43,Malayo Ka Man,Jr Crown,83903,https://open.spotify.com/track/3R6Hl2e7hAyCfofRRToKAo,2020-12-12
44,Kathang Isip,Ben&Ben,81526,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2020-12-12
45,How You Like That,BLACKPINK,81479,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,2020-12-12
46,Ulap,Rob Deniel,81039,https://open.spotify.com/track/0en1kxNAvVQxLpbteRTG7L,2020-12-12
47,Mad at Disney,salem ilese,80446,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,2020-12-12
48,Make It With You,Ben&Ben,78787,https://open.spotify.com/track/2Mo4pOpCYXOu33856sMQLh,2020-12-12
49,Therefore I Am,Billie Eilish,78263,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,2020-12-12
50,WAP (feat. Megan Thee Stallion),Cardi B,75207,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020-12-12
51,Maybe The Night,Ben&Ben,74983,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2020-12-12
52,Dance With You,Skusta Clee,73838,https://open.spotify.com/track/7bUvgvAf0tdQIty95lV5wf,2020-12-12
53,Levitating (feat. DaBaby),Dua Lipa,73247,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,2020-12-12
54,Lonely (with benny blanco),Justin Bieber,71927,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-12-12
55,Someone You Loved,Lewis Capaldi,71695,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-12-12
56,Higa,Arthur Nery,71425,https://open.spotify.com/track/63qA4ydokzNOFpsaNlsYsC,2020-12-12
57,Di Ka Sayang,Ben&Ben,70379,https://open.spotify.com/track/0V9rj37SqxF06EOV809odq,2020-12-12
58,Hindi Tayo Pwede,The Juans,70245,https://open.spotify.com/track/6VqZS3Wmf53pbfDBVEYvnP,2020-12-12
59,Sana,I Belong to the Zoo,69917,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2020-12-12
60,All I Want for Christmas Is You,Mariah Carey,69534,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,2020-12-12
61,pov,Ariana Grande,69057,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,2020-12-12
62,Nakikinig Ka Ba Sa Akin,Ben&Ben,67568,https://open.spotify.com/track/74jVIbukOhR0Am7YXKiJMM,2020-12-12
63,"10,000 Hours (with Justin Bieber)",Dan + Shay,67561,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-12-12
64,Wag Na Lang,MC Einstein,65212,https://open.spotify.com/track/4Qs3DkTFVG1QiOwd0BUa9o,2020-12-12
65,Memories,Maroon 5,65210,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-12-12
66,Santa Tell Me,Ariana Grande,62131,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,2020-12-12
67,Sulyap,Jr Crown,59308,https://open.spotify.com/track/3a22L5P9cix1HFNzjb3SpB,2020-12-12
68,Leaves,Ben&Ben,58779,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv,2020-12-12
69,Pangga,Matthaios,58734,https://open.spotify.com/track/2YreeV0asmC6tgM4IH2g5F,2020-12-12
70,Chinita Girl,Lil Vinceyy,58710,https://open.spotify.com/track/6r7sdXUiKjgEx3I8GQRpSq,2020-12-12
71,Blue & Grey,BTS,58482,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl,2020-12-12
72,Pagtingin,Ben&Ben,58437,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2020-12-12
73,Fly To My Room,BTS,57602,https://open.spotify.com/track/3QH8rQGNFX8VLbCgZ7uPTS,2020-12-12
74,Intentions (feat. Quavo),Justin Bieber,56579,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-12-12
75,Your Song,Parokya Ni Edgar,55731,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD,2020-12-12
76,heart won't let me,LANY,53211,https://open.spotify.com/track/2IY537C2ecmUMJ46bYQggp,2020-12-12
