Position,Track Name,Artist,Streams,URL,Date
1,Shape of You,Ed Sheeran,242353,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-12
2,Something Just Like This,The Chainsmokers,224183,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-04-12
3,That's What I Like,Bruno Mars,209932,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-04-12
4,Versace on the Floor,Bruno Mars,160103,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-04-12
5,Say You Won't Let Go,James Arthur,159068,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-04-12
6,Paris,The Chainsmokers,140089,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-04-12
7,Stay (with Alessia Cara),Zedd,135319,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-04-12
8,Symphony (feat. Zara Larsson),Clean Bandit,119704,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-04-12
9,It Ain't Me (with Selena Gomez),Kygo,117283,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-04-12
10,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,116640,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-04-12
11,Touch,Little Mix,114665,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,2017-04-12
12,The One,The Chainsmokers,114383,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,2017-04-12
13,"How Far I'll Go - From ""Moana""",Alessia Cara,103673,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-04-12
14,Scared to Be Lonely,Martin Garrix,103355,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2017-04-12
15,Starving,Hailee Steinfeld,99498,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-04-12
16,美女と野獣,Ariana Grande,99085,https://open.spotify.com/track/1KT0xdIjm7t053xByACrrg,2017-04-12
17,Closer,The Chainsmokers,97001,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-04-12
18,Fresh Eyes,Andy Grammer,90611,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017-04-12
19,Issues,Julia Michaels,87796,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2017-04-12
20,Call On Me - Ryan Riback Extended Remix,Starley,87142,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-04-12
21,Sila,SUD,86985,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE,2017-04-12
22,Cold,Maroon 5,86887,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,2017-04-12
23,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,82834,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-04-12
24,Slide (feat. Frank Ocean & Migos),Calvin Harris,80291,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,2017-04-12
25,Don't Wanna Know,Maroon 5,79769,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-04-12
26,All We Know,The Chainsmokers,77663,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-04-12
27,Weak,AJR,75828,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017-04-12
28,24K Magic,Bruno Mars,75606,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-04-12
29,Perfect Strangers,Jonas Blue,75266,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,2017-04-12
30,Perfect,Ed Sheeran,75171,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-04-12
31,It's Gotta Be You,Isaiah Firebrace,72405,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017-04-12
