Position,Track Name,Artist,Streams,URL,Date
1,Something Just Like This,The Chainsmokers,255150,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-04-07
2,Shape of You,Ed Sheeran,252658,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-07
3,That's What I Like,Bruno Mars,210733,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-04-07
4,Versace on the Floor,Bruno Mars,167528,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-04-07
5,Say You Won't Let Go,James Arthur,162044,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-04-07
6,Paris,The Chainsmokers,153965,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-04-07
7,Stay (with Alessia Cara),Zedd,140638,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-04-07
8,The One,The Chainsmokers,126189,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,2017-04-07
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,122139,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-04-07
10,"How Far I'll Go - From ""Moana""",Alessia Cara,118571,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-04-07
11,It Ain't Me (with Selena Gomez),Kygo,118371,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-04-07
12,美女と野獣,Ariana Grande,110955,https://open.spotify.com/track/1KT0xdIjm7t053xByACrrg,2017-04-07
13,Symphony (feat. Zara Larsson),Clean Bandit,110176,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-04-07
14,Touch,Little Mix,107059,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,2017-04-07
15,Closer,The Chainsmokers,105862,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-04-07
16,Scared to Be Lonely,Martin Garrix,103520,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2017-04-07
17,Starving,Hailee Steinfeld,100866,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-04-07
18,Fresh Eyes,Andy Grammer,91332,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017-04-07
19,Sila,SUD,89459,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE,2017-04-07
20,Cold,Maroon 5,88990,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,2017-04-07
21,Issues,Julia Michaels,87894,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2017-04-07
22,Call On Me - Ryan Riback Extended Remix,Starley,86561,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-04-07
23,The Scientist,Coldplay,84160,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-04-07
24,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,83423,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-04-07
25,Don't Wanna Know,Maroon 5,81132,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-04-07
26,All We Know,The Chainsmokers,80691,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-04-07
27,24K Magic,Bruno Mars,79894,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-04-07
28,Slide (feat. Frank Ocean & Migos),Calvin Harris,79103,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,2017-04-07
29,Perfect Strangers,Jonas Blue,78968,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,2017-04-07
30,Perfect,Ed Sheeran,78553,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-04-07
31,Weak,AJR,74008,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017-04-07
32,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,73245,https://open.spotify.com/track/6M21eWbEw74XDdoQsNIinq,2017-04-07
33,All Night,The Vamps,71776,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,2017-04-07
34,Bad Things (with Camila Cabello),Machine Gun Kelly,71024,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-04-07
35,Hanggang Kailan,Michael Pangilinan,71014,https://open.spotify.com/track/01YEqVPCm0vqRLA9w43bic,2017-04-07
36,Passionfruit,Drake,70950,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2017-04-07
37,Tadhana,Up Dharma Down,70352,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR,2017-04-07
38,It's Gotta Be You,Isaiah Firebrace,69193,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017-04-07
39,Galway Girl,Ed Sheeran,69148,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,2017-04-07
40,Why Can't It Be,Kaye Cal,65991,https://open.spotify.com/track/0zFYa7NIpKhmom8zrZx7Ga,2017-04-07
41,By Your Side,Jonas Blue,63066,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-04-07
42,Cold Water (feat. Justin Bieber & MØ),Major Lazer,60846,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-04-07
43,Just Hold On,Steve Aoki,59738,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-04-07
44,Happier,Ed Sheeran,58815,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2017-04-07
45,Pasensya Ka Na,Silent Sanctuary,58742,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7,2017-04-07
46,The Other,Lauv,58351,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,2017-04-07
47,Lot to Learn,Luke Christopher,57871,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,2017-04-07
48,Hiling,Mark Carpio,57448,https://open.spotify.com/track/6xQs6y6CpDqK9VKCktApEL,2017-04-07
49,Let Me Love You,DJ Snake,57007,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-04-07
50,Jumpshot,Dawin,54941,https://open.spotify.com/track/4izP2KMwrhAdZEtIyp8Z8w,2017-04-07
