date,position,track_id,track_name,artist,streams
2017-01-01,1,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,185236
2017-01-01,2,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,180552
2017-01-01,3,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,158720
2017-01-01,4,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,130874
2017-01-01,5,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,129656
2017-01-01,6,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,123924
2017-01-01,7,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,123786
2017-01-01,8,5hYTyyh2odQKphUbMqc5gN,"How Far I'll Go - From ""Moana""",Alessia Cara,107298
2017-01-01,9,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,104960
2017-01-01,10,5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,104708
2017-01-01,11,4izP2KMwrhAdZEtIyp8Z8w,Jumpshot,Dawin,102299
2017-01-01,12,6DNtNfH8hXkqOX1sjqmI7p,Cold Water (feat. Justin Bieber & MØ),Major Lazer,100090
2017-01-01,13,5bZtRlMBU76vHuDOb1GM5u,Perfect Strangers,Jonas Blue,99935
2017-01-01,14,1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),Machine Gun Kelly,96455
2017-01-01,15,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,95050
2017-01-01,16,4b4KcovePX8Ke2cLIQTLM0,All Night,The Vamps,91056
2017-01-01,17,04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,90230
2017-01-01,18,4pLwZjInHj3SimIyN9SnOz,Side To Side,Ariana Grande,89786
2017-01-01,19,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,86250
2017-01-01,20,4nMlau89VAjmV7agkl7OY3,Fresh Eyes,Andy Grammer,81361
2017-01-01,21,1D3ODoXHBLpdxolZRHWV1j,By Your Side,Jonas Blue,80131
2017-01-01,22,4Hf7WnR761jpxPr5D46Bcd,Treat You Better,Shawn Mendes,79976
2017-01-01,23,4OZEu0Vwq0RB2LAq14v99n,Middle,DJ Snake,74642
2017-01-01,24,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,74406
2017-01-01,25,2IMODbij0lZ5CuAjZi0IDE,Sila,SUD,70631
2017-01-01,26,68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,67804
2017-01-01,27,3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,66920
2017-01-01,28,0B8B8cVRFIG1yznoQe7c9s,Setting Fires,The Chainsmokers,66503
2017-01-01,29,0QsvXIfqM0zZoerQfsI9lm,Don't Let Me Down (feat. Daya),The Chainsmokers,65849
2017-01-01,30,0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex,Little Mix,63510
2017-01-01,31,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,62268
2017-01-01,32,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,61609
2017-01-01,33,6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmurd,61603
2017-01-01,34,1cOyWWUr3oXJIxY0AjJEx9,YOUTH,Troye Sivan,60943
2017-01-01,35,343YBumqHu19cGoGARUTsd,Fake Love,Drake,57620
2017-01-01,36,4TZy1wLyHec06pwgFYDh1a,Mercy,Shawn Mendes,57388
2017-01-01,37,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,56784
2017-01-01,38,2DpCdPMg1BADE4HDnxt3Rd,"Sit Still, Look Pretty",Daya,53971
2017-01-01,39,1lItf5ZXJc1by9SbPeljFd,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,53307
2017-01-01,40,0YyM8aEdbjGfLWPn6fdcn7,Pasensya Ka Na,Silent Sanctuary,52955
2017-01-01,41,2wDjpPW3HZdA9quPPmZAMu,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,51970
2017-01-01,42,4QdovcM8j50QPlyR7tH4xe,You & Me,Marc E. Bassy,50977
2017-01-01,43,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,50934
2017-01-01,44,5GXAXm5YOmYT0kL5jHvYBt,I Feel It Coming,The Weeknd,49077
2017-01-01,45,1CnPYaKxTVb4LWOtiGOm0m,All Time Low,Jon Bellion,48534
2017-01-01,46,6NFKf8vBApSvtzkapYmnVR,Tadhana,Up Dharma Down,48330
