date,position,track_id,track_name,artist,streams
2017-03-01,1,7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,296591
2017-03-01,2,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,261960
2017-03-01,3,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,Bruno Mars,249568
2017-03-01,4,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,232517
2017-03-01,5,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,230845
2017-03-01,6,3NdDpSvN911VPGivFlV5d0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,193842
2017-03-01,7,72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,171398
2017-03-01,8,5hYTyyh2odQKphUbMqc5gN,"How Far I'll Go - From ""Moana""",Alessia Cara,148096
2017-03-01,9,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),Kygo,144197
2017-03-01,10,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,133863
2017-03-01,11,6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,122859
2017-03-01,12,1qOLh0tI7trd1zdDKxYZTe,Starving,Hailee Steinfeld,122849
2017-03-01,13,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix,121897
2017-03-01,14,1PSBzsahR2AKwLJgx8ehBj,Bad Things (with Camila Cabello),Machine Gun Kelly,121212
2017-03-01,15,5MFzQMkrl1FOOng9tq6R9r,Don't Wanna Know,Maroon 5,117152
2017-03-01,16,1yNyoWWWikbLhwIGWjZuDW,All Night,The Vamps,111821
2017-03-01,17,78rIJddV4X0HkNAInEcYde,Call On Me - Ryan Riback Extended Remix,Starley,107726
2017-03-01,18,1sXUWdKx03aP9Gmzft58rt,Issues,Julia Michaels,106608
2017-03-01,19,2rizacJSyD9S1IQUxUxnsK,All We Know,The Chainsmokers,104887
