date,position,track_id,track_name,artist,streams
2020-12-01,1,249gnXrbfmV8NG6jTEMSwD,Life Goes On,BTS,275581
2020-12-01,2,4saklk6nie3yiGePpBwUoc,Dynamite,BTS,270636
2020-12-01,3,0ri0Han4IRJhzvERHOZTMr,At My Worst,Pink Sweat$,253343
2020-12-01,4,6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,202275
2020-12-01,5,35mvY5S1H3J2QZyna3TFe0,positions,Ariana Grande,191509
2020-12-01,6,1NUw61RX4Wtmxw7CLiP4kP,Paubaya,Moira Dela Torre,183643
2020-12-01,7,1Hu42ZLWG9dHaVOPiWyEmE,Beautiful Scars,Maximillian,161177
2020-12-01,8,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),Justin Bieber,156955
2020-12-01,9,3apeXzypBMnUfYcZYNX6DH,I CAN'T STOP ME,TWICE,151460
2020-12-01,10,4JUPEh2DVSXFGExu4Uxevz,Ice Cream (with Selena Gomez),BLACKPINK,146780
2020-12-01,11,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,BLACKPINK,140675
2020-12-01,12,0knRQzgvbUed6K74mX81hG,Kabilang Buhay,Bandang Lapis,130344
2020-12-01,13,2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,129263
2020-12-01,14,4lsHZ92XCFOQfzJFBTluk8,You Got It,Vedo,128156
2020-12-01,15,1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Pop Smoke,123979
2020-12-01,16,3QH8rQGNFX8VLbCgZ7uPTS,Fly To My Room,BTS,119579
2020-12-01,17,0n2moJpAEWHwaPYYjkzMDl,Blue & Grey,BTS,118761
2020-12-01,18,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,111685
2020-12-01,19,1pi3VCMlGVaXvrjlVOkBPN,KLWKN,Music Hero,111516
2020-12-01,20,6FuGJB290AQMAHTfjOYVaK,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,104582
2020-12-01,21,1x8pFCRfBnDqckyB6mlZci,Titig,MC Einstein,104113
2020-12-01,22,2FVpOsjT1iquZ3SpCjZ9Ne,Telepathy,BTS,103234
2020-12-01,23,47UUjZbqZjcrzELnFBB1Ht,Teka Lang,Emman,102643
2020-12-01,24,4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,102503
2020-12-01,25,1XnpzbOGptRwfJhZgLbmSr,Pretty Savage,BLACKPINK,98033
2020-12-01,26,3ndCsZfq8OVwwkz9mmZvUz,Stay,BTS,96475
2020-12-01,27,4ja2gzrNh9VNigzoXfmbwD,Mariposa,Peach Tree Rascals,95453
2020-12-01,28,3bsRMvQja4huvPWo1S5ONc,if this is the last time,LANY,95122
2020-12-01,29,54DmTIv86D3sYdiawjULQ0,Dis-ease,BTS,92645
2020-12-01,30,7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,salem ilese,91994
2020-12-01,31,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Billie Eilish,91524
