date,position,track_id,track_name,artist,streams
2020-09-01,1,2J4P46vCFm1rPkNkp9pZWX,Ice Cream (with Selena Gomez),BLACKPINK,408233
2020-09-01,2,0t1kP63rueHleOhQkYSXFY,Dynamite,BTS,378252
2020-09-01,3,4kS01K2URu522IomkGOFHl,Beautiful Scars,Maximillian,175521
2020-09-01,4,47UUjZbqZjcrzELnFBB1Ht,Teka Lang,Emman,173521
2020-09-01,5,3vAn0qZzdyuHamcrpkfiX3,How You Like That,BLACKPINK,170329
2020-09-01,6,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),Cardi B,170250
2020-09-01,7,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Jawsh 685,144244
2020-09-01,8,1pi3VCMlGVaXvrjlVOkBPN,KLWKN,Music Hero,136064
2020-09-01,9,4nd9cEo5R4jGNcgPHDm7Ar,Marikit,Juan Caoile,132899
2020-09-01,10,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,131235
2020-09-01,11,6ZfXA2xakAvphXOSOJ3u1W,When I Look At You,Miley Cyrus,123759
2020-09-01,12,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,119867
2020-09-01,13,4ecVWqbtW6phQGpZMAyqIU,Not Shy,ITZY,117728
2020-09-01,14,65sEZZaxTjLMD8vNgPoMz5,Imahe,Magnus Haven,113822
2020-09-01,15,7rrVN7f83kwaz2sGxoFnJY,Christmas in Our Hearts,Jose Mari Chan,111942
2020-09-01,16,3R6Hl2e7hAyCfofRRToKAo,Malayo Ka Man,Jr Crown,107980
2020-09-01,17,6r7sdXUiKjgEx3I8GQRpSq,Chinita Girl,Lil Vinceyy,107847
2020-09-01,18,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Justin Bieber,102814
2020-09-01,19,4ja2gzrNh9VNigzoXfmbwD,Mariposa,Peach Tree Rascals,101756
2020-09-01,20,2ccNaerby1wXA993dY6XsR,if this is the last time,LANY,96728
2020-09-01,21,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,94760
2020-09-01,22,1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Chris Brown,93580
2020-09-01,23,3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,Ben&Ben,91952
2020-09-01,24,44jJiCwGdnqqCkgqlvCIdp,Miloves (Otw Sayo),King Badger,88590
2020-09-01,25,4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,88481
2020-09-01,26,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,88415
2020-09-01,27,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,86735
2020-09-01,28,4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,86614
2020-09-01,29,1x8pFCRfBnDqckyB6mlZci,Titig,MC Einstein,84293
2020-09-01,30,1x7DysraeqSgVgj95hHc3U,Araw-Araw Love,Flow G,83122
2020-09-01,31,1yDiru08Q6omDOGkZMPnei,Maybe The Night,Ben&Ben,82159
2020-09-01,32,63qA4ydokzNOFpsaNlsYsC,Higa,Arthur Nery,79668
2020-09-01,33,4lSMKPkbZOAYPw3zxJ2eAF,you!,LANY,78987
2020-09-01,34,13pv5UWJttg8NNplCaaOYh,Binibini,Matthaios,78699
2020-09-01,35,0knRQzgvbUed6K74mX81hG,Kabilang Buhay,Bandang Lapis,76132
2020-09-01,36,3kwgqoBqTwoAH4nT29TYrq,Nobody's Love,Maroon 5,75092
2020-09-01,37,2Mo4pOpCYXOu33856sMQLh,Make It With You,Ben&Ben,75017
2020-09-01,38,74jVIbukOhR0Am7YXKiJMM,Nakikinig Ka Ba Sa Akin,Ben&Ben,73281
2020-09-01,39,5l9g7py8RCblcvbZgGQgSd,Pagtingin,Ben&Ben,72822
2020-09-01,40,2YreeV0asmC6tgM4IH2g5F,Pangga,Matthaios,72565
2020-09-01,41,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu,70420
2020-09-01,42,0G5qmu4TsdUH19zdcbI9Ui,Vibe With Me,Matthaios,69708
2020-09-01,43,6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,The Juans,68528
2020-09-01,44,62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),Surf Mesa,67689
2020-09-01,45,0Eqg0CQ7bK3RQIMPw1A7pl,Malibu Nights,LANY,67557
