date,position,track_id,track_name,artist,streams
2021-01-01,1,6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,177137
2021-01-01,2,4saklk6nie3yiGePpBwUoc,Dynamite,BTS,158949
2021-01-01,3,2tI4WyzqOOwC23S5m0kqcB,At My Worst,Pink Sweat$,158563
2021-01-01,4,7bUvgvAf0tdQIty95lV5wf,Dance With You,Skusta Clee,155263
2021-01-01,5,249gnXrbfmV8NG6jTEMSwD,Life Goes On,BTS,121348
2021-01-01,6,35mvY5S1H3J2QZyna3TFe0,positions,Ariana Grande,120477
2021-01-01,7,1Hu42ZLWG9dHaVOPiWyEmE,Beautiful Scars,Maximillian,100402
2021-01-01,8,1NUw61RX4Wtmxw7CLiP4kP,Paubaya,Moira Dela Torre,94086
2021-01-01,9,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,BLACKPINK,90063
2021-01-01,10,3apeXzypBMnUfYcZYNX6DH,I CAN'T STOP ME,TWICE,89929
2021-01-01,11,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Ritt Momney,86209
2021-01-01,12,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),Justin Bieber,82474
2021-01-01,13,1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Pop Smoke,82192
2021-01-01,14,4JUPEh2DVSXFGExu4Uxevz,Ice Cream (with Selena Gomez),BLACKPINK,81401
2021-01-01,15,4lsHZ92XCFOQfzJFBTluk8,You Got It,Vedo,81333
2021-01-01,16,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,76844
2021-01-01,17,7uoFMmxln0GPXQ0AcCBXRq,Snowman,Sia,75822
2021-01-01,18,6FuGJB290AQMAHTfjOYVaK,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,75170
2021-01-01,19,0knRQzgvbUed6K74mX81hG,Kabilang Buhay,Bandang Lapis,73143
2021-01-01,20,1pi3VCMlGVaXvrjlVOkBPN,KLWKN,Music Hero,72388
2021-01-01,21,1x8pFCRfBnDqckyB6mlZci,Titig,MC Einstein,70519
2021-01-01,22,0E4Y1XIbs8GrAT1YqVy6dq,Afterglow,Ed Sheeran,70424
2021-01-01,23,5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Dua Lipa,69771
2021-01-01,24,1HbA4N1MiOsPthALesGFR1,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,69328
2021-01-01,25,3Uo7WG0vmLQ07WB4BDwy7D,willow,Taylor Swift,68250
2021-01-01,26,0en1kxNAvVQxLpbteRTG7L,Ulap,Rob Deniel,66891
2021-01-01,27,65sEZZaxTjLMD8vNgPoMz5,Imahe,Magnus Haven,64578
2021-01-01,28,3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,60971
2021-01-01,29,31qCy5ZaophVA81wtlwLc4,Anyone,Justin Bieber,59352
2021-01-01,30,47UUjZbqZjcrzELnFBB1Ht,Teka Lang,Emman,58537
2021-01-01,31,3R6Hl2e7hAyCfofRRToKAo,Malayo Ka Man,Jr Crown,58029
2021-01-01,32,4SFknyjLcyTLJFPKD2m96o,How You Like That,BLACKPINK,57735
2021-01-01,33,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),Cardi B,57626
2021-01-01,34,4Qs3DkTFVG1QiOwd0BUa9o,Wag Na Lang,MC Einstein,57207
2021-01-01,35,4ja2gzrNh9VNigzoXfmbwD,Mariposa,Peach Tree Rascals,56660
2021-01-01,36,2Mo4pOpCYXOu33856sMQLh,Make It With You,Ben&Ben,56149
2021-01-01,37,1yDiru08Q6omDOGkZMPnei,Maybe The Night,Ben&Ben,55739
2021-01-01,38,1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Chris Brown,54734
2021-01-01,39,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,54646
2021-01-01,40,0V9rj37SqxF06EOV809odq,Di Ka Sayang,Ben&Ben,54431
2021-01-01,41,3a22L5P9cix1HFNzjb3SpB,Sulyap,Jr Crown,54204
2021-01-01,42,3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),24kGoldn,53381
2021-01-01,43,63qA4ydokzNOFpsaNlsYsC,Higa,Arthur Nery,52749
2021-01-01,44,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,52205
2021-01-01,45,2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,51475
2021-01-01,46,6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,The Juans,51076
2021-01-01,47,4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,50454
2021-01-01,48,1Bhm5HNO1cq8olDbBmokyL,Copines,Aya Nakamura,49759
2021-01-01,49,0PoAZ7SLFpqpYR9LSCYAo8,CRY FOR ME,TWICE,48598
2021-01-01,50,3bsRMvQja4huvPWo1S5ONc,if this is the last time,LANY,46873
2021-01-01,51,4TgxFMOn5yoESW6zCidCXL,Savage Love (Laxed – Siren Beat) [BTS Remix],Jawsh 685,46551
2021-01-01,52,5l9g7py8RCblcvbZgGQgSd,Pagtingin,Ben&Ben,46455
2021-01-01,53,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),Justin Bieber,46046
2021-01-01,54,1X4l4i472kW5ofFP8Xo0x0,Sana,I Belong to the Zoo,45617
2021-01-01,55,4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),Justin Bieber,45007
2021-01-01,56,4Gt2kh3QbAGU6yquOWn4aW,Fake,Lauv,44249
2021-01-01,57,6wdCelHrPh7UfliNjwRTUv,Leaves,Ben&Ben,44141
2021-01-01,58,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,43919
2021-01-01,59,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,43896
2021-01-01,60,2vcDl2SLudnltyDEos3v6E,Beautiful Scars (Maximillian x Moira Dela Torre) - Acoustic,Maximillian,43782
2021-01-01,61,74jVIbukOhR0Am7YXKiJMM,Nakikinig Ka Ba Sa Akin,Ben&Ben,43030
2021-01-01,62,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,42250
2021-01-01,63,3OpGUlDmRUXh0NkIYWoIlD,Your Song,Parokya Ni Edgar,42007
2021-01-01,64,7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,41948
2021-01-01,65,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Jawsh 685,40658
2021-01-01,66,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,40358
2021-01-01,67,2YreeV0asmC6tgM4IH2g5F,Pangga,Matthaios,39956
2021-01-01,68,3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,Ben&Ben,39936
2021-01-01,69,3UoULw70kMsiVXxW0L3A33,pov,Ariana Grande,39893
2021-01-01,70,18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,39774
2021-01-01,71,6r7sdXUiKjgEx3I8GQRpSq,Chinita Girl,Lil Vinceyy,39341
2021-01-01,72,7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,salem ilese,38844
2021-01-01,73,3CYH422oy1cZNoo0GTG1TK,Psycho,Red Velvet,38820
2021-01-01,74,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,38591
2021-01-01,75,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,38321
2021-01-01,76,2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,December Avenue,38216
2021-01-01,77,2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,37822
2021-01-01,78,5xd70ihEAM1UA1DnM8af2v,Nandito Lang Ako,Skusta Clee,37157
2021-01-01,79,1XnpzbOGptRwfJhZgLbmSr,Pretty Savage,BLACKPINK,37131
2021-01-01,80,2IY537C2ecmUMJ46bYQggp,heart won't let me,LANY,36375
2021-01-01,81,4nd9cEo5R4jGNcgPHDm7Ar,Marikit,Juan Caoile,35790
2021-01-01,82,5KawlOMHjWeUjQtnuRs22c,Boy With Luv (feat. Halsey),BTS,35702
2021-01-01,83,4rG3h1QwgjSSWz8EIjCFrm,Araw-Araw,Ben&Ben,35648
2021-01-01,84,0Eqg0CQ7bK3RQIMPw1A7pl,Malibu Nights,LANY,35640
2021-01-01,85,6C2JPPYodebs3deDBizyww,Kahit Kunwari Man Lang,Agsunta,35570
2021-01-01,86,2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,35286
2021-01-01,87,7ju97lgwC2rKQ6wwsf9no9,Rain On Me (with Ariana Grande),Lady Gaga,35166
2021-01-01,88,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Billie Eilish,34640
2021-01-01,89,34ob61cxp34Sf7KHK6RnSU,Sa Susunod Na Lang,PDL,33846
2021-01-01,90,4OBZT9EnhYIV17t4pGw7ig,Best Part (feat. Daniel Caesar),H.E.R.,33297
2021-01-01,91,6NriykdkRrjQMZo1sfVYUo,"no body, no crime (feat. HAIM)",Taylor Swift,32919
2021-01-01,92,5S5M1oItQTUjJHtliGK3T6,"Umaaraw, Umuulan",December Avenue,32306
2021-01-01,93,2PYdoPLiEIEAwOXZNn1NaQ,Sabi Nang Sabi,ALLMO$T,32083
2021-01-01,94,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,31990
2021-01-01,95,3ueq4reab02CypseErxvwS,Rainbow,South Border,31862
2021-01-01,96,3sWLOFGI7dNN6YBM1m1RKB,Miracle Nights,ALLMO$T,31598
2021-01-01,97,3X9c4tBzSdGhlO4Fx3WYgW,Lifetime,Ben&Ben,31498
2021-01-01,98,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,JP Saxe,31381
2021-01-01,99,1x7DysraeqSgVgj95hHc3U,Araw-Araw Love,Flow G,31161
2021-01-01,100,44jJiCwGdnqqCkgqlvCIdp,Miloves (Otw Sayo),King Badger,30603
2021-01-01,101,7iAgNZdotu40NwtoIWJHFe,Bet You Wanna (feat. Cardi B),BLACKPINK,30470
2021-01-01,102,45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,29867
2021-01-01,103,00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,December Avenue,28986
2021-01-01,104,4JSDhJVmo2UqdF7nxbyenn,Kung Wala Ka,Hale,28985
2021-01-01,105,1ojVx5LnVcBCGYPL7QC5eW,Umaasa,Skusta Clee,28931
2021-01-01,106,0n2moJpAEWHwaPYYjkzMDl,Blue & Grey,BTS,28885
2021-01-01,107,4u8RkgV6P4TLi89SmlUtv8,Mundo,IV Of Spades,28549
2021-01-01,108,1rgnBhdG2JDFTbYkYRZAku,Dance Monkey,Tones And I,28529
2021-01-01,109,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,28448
2021-01-01,110,6ZuahEctZD6w75peme58hm,Wonder,Shawn Mendes,28187
2021-01-01,111,3QH8rQGNFX8VLbCgZ7uPTS,Fly To My Room,BTS,28183
2021-01-01,112,7gZ3kWNtIxFgxjsm5OTVMB,214,Rivermaya,27583
2021-01-01,113,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),Powfu,27010
2021-01-01,114,4ecVWqbtW6phQGpZMAyqIU,Not Shy,ITZY,26999
2021-01-01,115,6IdEQ3HUseBeRUYFSzSMdL,Zebbiana,Skusta Clee,26930
2021-01-01,116,0G5qmu4TsdUH19zdcbI9Ui,Vibe With Me,Matthaios,26349
2021-01-01,117,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),Ed Sheeran,26261
2021-01-01,118,68vgtRHr7iZHpzGpon6Jlo,My Boo,Usher,26242
