playlist_id,playlist_name,playlist_total_tracks,owner_id,owner_name,total_followers
37i9dQZF1DX8NTLI2TtZa6,Intense Studying,211,spotify,Spotify,2278302
37i9dQZF1DWWEJlAGA9gs0,Classical Essentials,172,spotify,Spotify,2268722
37i9dQZF1DX0jgyAiPl8Af,Peaceful Guitar,254,spotify,Spotify,1835996
37i9dQZF1DX3PFzdbtx1Us,Music For Concentration,90,spotify,Spotify,1209951
37i9dQZF1DWV0gynK7G6pD,Classical New Releases,50,spotify,Spotify,576420
37i9dQZF1DX9G9wwzwWL2k,Epic Classical,107,spotify,Spotify,469758
37i9dQZF1DWUvHZA1zLcjW,Chilled Classical,92,spotify,Spotify,415919
37i9dQZF1DX8Sz1gsYZdwj,Classical Sleep,72,spotify,Spotify,365797
37i9dQZF1DX4s3V2rTswzO,Classical Romance,97,spotify,Spotify,331577
37i9dQZF1DX0Aaer4Jzfgm,Easy Classical,66,spotify,Spotify,327572
1ZJpJahEFst7u8njXeGFyv,Relaxing Classical,60,sonymusicuk,Filtr UK,310464
37i9dQZF1DX9OZisIoJQhG,Morning Classical,49,spotify,Spotify,278635
37i9dQZF1DX6K3W8KBiALe,Classical Moments in Movies,72,spotify,Spotify,256527
37i9dQZF1DX0i61tT0OnnK,Space-themed Classical Music,77,spotify,Spotify,256021
37i9dQZF1DWUPafHP1BJw1,Pop Goes Classical,90,spotify,Spotify,255158
37i9dQZF1DX7cBprxbt1Fn,Gentle Classical,67,spotify,Spotify,246296
37i9dQZF1DX2mmt7R81K2b,Jazz – Classical Crossings,54,spotify,Spotify,229042
6sNDAFPubg3k4CuyH1fqrR,Movie Soundtracks and Cinematic music (Classical / Instrumental),780,1139683356,Tobias Schneider,191547
37i9dQZF1DX4P0ijJK5lUv,Classical Christmas,154,spotify,Spotify,174279
37i9dQZF1DXd5zUwdn6lPb,Classical Focus,100,spotify,Spotify,173102
36qQ3naFyPxCbbr7QpdADN,Classical Music for Reading,300,legacysweden,Filtr Legacy Sweden,154524
37i9dQZF1DWVFeEut75IAL,Calming Classical,96,spotify,Spotify,140912
37i9dQZF1DWYkztttC1w38,Classical Reading,96,spotify,Spotify,140510
37i9dQZF1DWSw8liJZcPOI,Not Quite Classical,80,spotify,Spotify,127434
37i9dQZF1DWXBq4mDDFnfA,Classical Guitar 50: Spotify Picks,50,spotify,Spotify,114666
5ifMsPihlkYEGCakqfqj17,Classical Piano Essentials,164,doublejmusic,Pianoramix,105091
37i9dQZF1DX2aCk0vzzaZQ,Classical Music For Metalheads,65,spotify,Spotify,104202
6wObnEPQ63a4kei1sEcMdH,Classical Music For Studying,71,klassieke_muziek,Klassieke Muziek by Maestro Music,103059
1h0CEZCm6IbFTbxThn6Xcs,Best Classical Music,78,peacefulclassics,Peaceful Classics,96218
37i9dQZF1DX5Hl0iWtr5b3,Bridgerton: Official Playlist,31,spotify,Spotify,89182
37i9dQZF1DWYtpM7d4h5Xa,Pop Songs Based on Classical Music,100,spotify,Spotify,85120
37i9dQZF1DXbm0dp7JzNeL,Sad Classical,52,spotify,Spotify,84339
72oczUf02H4RGoaUBC87JQ,Mozart: Classical Music for Studying,48,halidon,HalidonMusic,78824
37i9dQZF1DXb2oE8NhWxT6,Classical Meets Electronica,30,spotify,Spotify,77176
3sw0t0icwozVoQP5J2Z8cX,Classical Study Music,100,peacefulclassics,Peaceful Classics,76224
37i9dQZF1DX7dzHXrANAir,Classical X,103,spotify,Spotify,75905
37i9dQZF1DWVJd52AtCSiR,Disney Classical,96,spotify,Spotify,73872
37i9dQZF1DX0z6CeZuw5dA,Folk-inspired Classical Music,50,spotify,Spotify,68305
37i9dQZF1DXafCT9DHTijq,Classical Halloween,48,spotify,Spotify,66356
37i9dQZF1DWXtBjoO4Thyy,The Classical Takeover: Errollyn Wallen,30,spotify,Spotify,62800
37i9dQZF1DWWusEYOQAF3N,Classical World: Italy,50,spotify,Spotify,62771
7Fcz7zgLRZvaJs1U8730vU,Classical Covers: NOT Your Parents’ Classical,98,myplay.com,Filtr US,57244
37i9dQZF1DWWISLnAIWyCZ,Audiophile Classical,60,spotify,Spotify,57239
37i9dQZF1DX5Lm1ZiObdc3,Feel Good Classical,106,spotify,Spotify,46156
